,acc_phone_x,acc_phone_y,acc_phone_z,labelwalking,labelstanding,labelbiking,labelsitting,labelrunning,labelontable,mag_phone_x,mag_phone_y,mag_phone_z,press_phone_pressure,pedom_phone_steps,pedom_phone_distance
2018-06-07 17:31:15.022,-8.78173828125,5.33696289063,-0.252001953125,0,0,1,0,0,0,-40.5514237976,2.37787780762,-11.8571069336,101.4793,6049.0,4837.395
2018-06-07 17:31:15.272,-8.1457824707,5.59178466797,-0.414184570312,0,0,1,0,0,0,-38.7700007629,2.05572662353,-11.9484521484,101.4793,6049.0,4837.395
2018-06-07 17:31:15.522,-8.14357910156,6.0374206543,-0.967492675781,0,0,1,0,0,0,-37.5358818054,1.62914123535,-13.0569628906,101.4793,6049.0,4837.395
2018-06-07 17:31:15.772,-8.27827758789,5.45421142578,-0.650769042969,0,0,1,0,0,0,-37.5853340149,1.69632629394,-12.5287084961,101.479492,6049.0,4837.395
2018-06-07 17:31:16.022,-8.31217651367,5.51629638672,-0.990490722656,0,0,1,0,0,0,-37.5884336853,2.00653320313,-12.5179272461,101.4805,6049.0,4837.395
2018-06-07 17:31:16.272,-7.98583984375,5.76266479492,-1.27242431641,0,0,1,0,0,0,-37.2731755066,1.60792785645,-13.7182714844,101.4805,6049.0,4837.395
2018-06-07 17:31:16.522,-8.3336698092,5.17236562876,-1.49024963379,0,0,1,0,0,0,-37.9012154799,0.791529141939,-13.3594689002,101.4805,6049.0,4837.395
2018-06-07 17:31:16.772,-8.53317871094,5.06777954102,-1.2838684082,0,0,1,0,0,0,-37.6664363098,-0.119406433105,-13.3341210938,101.480896,6049.0,4837.395
2018-06-07 17:31:17.022,-8.68897705078,4.78743896484,-1.17061767578,0,0,1,0,0,0,-37.7138279724,-0.748447265625,-12.4648095703,101.4816,6049.0,4837.395
2018-06-07 17:31:17.272,-8.75814208984,4.73122558594,-1.15023803711,0,0,1,0,0,0,-37.1958940125,-0.277160644531,-11.9401147461,101.4816,6049.0,4837.395
2018-06-07 17:31:17.522,-8.37274169922,4.94575805664,-1.33399047852,0,0,1,0,0,0,-37.160124054,0.478793029785,-12.3884082031,101.4816,6049.0,4837.395
2018-06-07 17:31:17.772,-8.8696105957,4.71285400391,-0.894958496094,0,0,1,0,0,0,-37.6813652039,0.487796630859,-12.5219628906,101.483108,6049.0,4837.395
2018-06-07 17:31:18.022,-8.56098632813,4.87064208984,-1.05166625977,0,0,1,0,0,0,-37.8519776916,0.618237304687,-12.4925390625,101.4845,6049.0,4837.395
2018-06-07 17:31:18.272,-8.57813110352,4.96478271484,-1.17357177734,0,0,1,0,0,0,-37.8410871887,0.339510498047,-12.2865014648,101.4845,6049.0,4837.395
2018-06-07 17:31:18.522,-8.62845458984,4.83049316406,-1.09732666016,0,0,1,0,0,0,-37.8958036804,0.166440734863,-12.4672363281,101.4845,6049.0,4837.395
2018-06-07 17:31:18.772,-8.62597045898,4.85797729492,-1.07236938477,0,0,1,0,0,0,-37.9330125427,0.263827819824,-12.3122900391,101.485004,6049.0,4837.395
2018-06-07 17:31:19.022,-8.60186650203,4.89862295297,-1.07060359075,0,0,1,0,0,0,-37.9219022898,0.382654630221,-12.2479858398,101.4852,6049.0,4837.395
2018-06-07 17:31:19.272,-8.60692749024,4.98320922852,-1.07575683594,0,0,1,0,0,0,-38.0803199768,0.283345947266,-11.9790625,101.4852,6049.0,4837.395
2018-06-07 17:31:19.522,-8.52728271484,4.81909179688,-1.09307861328,0,0,1,0,0,0,-38.5629286194,0.494474182129,-11.8610522461,101.4852,6049.0,4837.395
2018-06-07 17:31:19.772,-8.78849487305,4.59615478516,-0.625170898437,0,0,1,0,0,0,-39.0715672302,0.67218170166,-10.3045678711,101.485752,6049.0,4837.395
2018-06-07 17:31:20.022,-8.82810058594,4.66094970703,-0.628979492187,0,0,1,0,0,0,-38.9826829529,2.03278747559,-10.2377856445,101.4858,6049.0,4837.395
2018-06-07 17:31:20.272,-8.57944946289,5.06447143555,-0.804766845703,0,0,1,0,0,0,-38.8142158508,2.66611206055,-10.5752124023,101.4858,6049.0,4837.395
2018-06-07 17:31:20.522,-8.49803466797,5.10678100586,-0.848419189454,0,0,1,0,0,0,-38.9831437683,3.05600219726,-11.2387719727,101.485824,6049.0,4837.395
2018-06-07 17:31:20.772,-8.62210083008,4.97235107422,-1.20107421875,0,0,1,0,0,0,-39.0472166443,3.06647155762,-12.4475634766,101.4861,6049.0,4837.395
2018-06-07 17:31:21.022,-8.45144042969,4.96743774414,-1.36640014648,0,0,1,0,0,0,-38.9386369324,3.33586853027,-14.6895605469,101.4861,6049.0,4837.395
2018-06-07 17:31:21.272,-8.79389249361,4.67529883752,-0.603719858022,0,0,1,0,0,0,-40.3767163203,2.36665168175,-14.3321016752,101.4861,6049.0,4837.395
2018-06-07 17:31:21.522,-9.22134399414,4.09625244141,-0.524572753906,0,0,1,0,0,0,-41.3145796204,0.738757324219,-12.3826831055,101.4861,6049.0,4837.395
2018-06-07 17:31:21.772,-9.63934936524,3.1075378418,-0.322290039062,0,0,1,0,0,0,-39.9701991272,-1.90203125,-9.96361083984,101.4861,6049.0,4837.395
2018-06-07 17:31:22.022,-9.97833862305,2.13787841797,-0.762646484375,0,0,1,0,0,0,-38.3844441223,-6.83653747559,-6.69788818359,101.4861,6049.0,4837.395
2018-06-07 17:31:22.272,-9.72876586914,0.825494384766,0.075109863281,0,0,1,0,0,0,-37.7401374817,-11.4928219604,-3.2716796875,101.4861,6049.0,4837.395
2018-06-07 17:31:22.522,-9.12569580078,0.549462890625,0.472302246094,0,0,1,0,0,0,-38.9764820862,-13.0920449829,-2.64958984375,101.486244,6049.0,4837.395
2018-06-07 17:31:22.772,-9.60567626953,2.1766418457,-0.0167297363282,0,0,1,0,0,0,-41.4059571838,-6.66963623047,-4.16133300781,101.4864,6049.0,4837.395
