,device_type,pressure,sensor_type,timestamps
2455,smartphone,101.4644,pressure,1.528130919999006e+18
2456,smartphone,101.4643,pressure,1.528130919999006e+18
2457,smartphone,101.4644,pressure,1.528130921999006e+18
2458,smartphone,101.4648,pressure,1.528130921999006e+18
2459,smartphone,101.4648,pressure,1.528130923999006e+18
2460,smartphone,101.4622,pressure,1.528130923999006e+18
2461,smartphone,101.4622,pressure,1.528130925999006e+18
2462,smartphone,101.4622,pressure,1.528130925999006e+18
2463,smartphone,101.4617,pressure,1.5281309279990052e+18
2464,smartphone,101.4617,pressure,1.5281309279990052e+18
2465,smartphone,101.4657,pressure,1.5281309299990052e+18
2466,smartphone,101.4657,pressure,1.5281309309990052e+18
2467,smartphone,101.4645,pressure,1.5281309319990052e+18
2468,smartphone,101.4624,pressure,1.5281309319990052e+18
2469,smartphone,101.4624,pressure,1.528130933999004e+18
2470,smartphone,101.4624,pressure,1.528130933999004e+18
2471,smartphone,101.4632,pressure,1.528130935999003e+18
2472,smartphone,101.4632,pressure,1.528130936999003e+18
2473,smartphone,101.4642,pressure,1.528130936999003e+18
2474,smartphone,101.4645,pressure,1.528130938999003e+18
2475,smartphone,101.4646,pressure,1.528130938999003e+18
2476,smartphone,101.4656,pressure,1.5281309409990019e+18
2477,smartphone,101.4646,pressure,1.5281309409990019e+18
2478,smartphone,101.4639,pressure,1.528130942999001e+18
2479,smartphone,101.4639,pressure,1.528130942999001e+18
2480,smartphone,101.4643,pressure,1.5281309449989998e+18
2481,smartphone,101.4643,pressure,1.5281309449989998e+18
2482,smartphone,101.4657,pressure,1.528130946998999e+18
2483,smartphone,101.4657,pressure,1.528130947998999e+18
2484,smartphone,101.4658,pressure,1.528130947998999e+18
2485,smartphone,101.4666,pressure,1.5281309499989983e+18
2486,smartphone,101.4658,pressure,1.5281309499989983e+18
2487,smartphone,101.4659,pressure,1.528130951998997e+18
2488,smartphone,101.4659,pressure,1.528130952998997e+18
2489,smartphone,101.4666,pressure,1.528130952998997e+18
2490,smartphone,101.4666,pressure,1.528130954998995e+18
2491,smartphone,101.4661,pressure,1.528130955998995e+18
2492,smartphone,101.4661,pressure,1.528130955998995e+18
2493,smartphone,101.4651,pressure,1.528130957998994e+18
2494,smartphone,101.4634,pressure,1.528130958998994e+18
2495,smartphone,101.4621,pressure,1.528130958998994e+18
2496,smartphone,101.462,pressure,1.528130960998992e+18
2497,smartphone,101.4596,pressure,1.528130960998992e+18
2498,smartphone,101.462,pressure,1.528130962998991e+18
2499,smartphone,101.4664,pressure,1.528130963998991e+18
2500,smartphone,101.4664,pressure,1.52813096499999e+18
2501,smartphone,101.4613,pressure,1.52813096499999e+18
2502,smartphone,101.4599,pressure,1.528130966999989e+18
2503,smartphone,101.4595,pressure,1.528130966999989e+18
2504,smartphone,101.4533,pressure,1.528130968999989e+18
2505,smartphone,101.4533,pressure,1.528130968999989e+18
2506,smartphone,101.4589,pressure,1.528130970999987e+18
2507,smartphone,101.4609,pressure,1.528130970999987e+18
2508,smartphone,101.4612,pressure,1.528130972999986e+18
2509,smartphone,101.4638,pressure,1.528130972999986e+18
2510,smartphone,101.4638,pressure,1.528130974999986e+18
2511,smartphone,101.4625,pressure,1.528130974999986e+18
2512,smartphone,101.4632,pressure,1.528130976999984e+18
2513,smartphone,101.4632,pressure,1.528130976999984e+18
2514,smartphone,101.4629,pressure,1.528130978999984e+18
2515,smartphone,101.4629,pressure,1.528130978999984e+18
2516,smartphone,101.4648,pressure,1.528130980999981e+18
2517,smartphone,101.4648,pressure,1.528130981999982e+18
2518,smartphone,101.4648,pressure,1.528130981999982e+18
2519,smartphone,101.4659,pressure,1.528130983999981e+18
2520,smartphone,101.4659,pressure,1.528130983999981e+18
2521,smartphone,101.4658,pressure,1.52813098599998e+18
2522,smartphone,101.4643,pressure,1.52813098599998e+18
2523,smartphone,101.4654,pressure,1.5281309879999777e+18
2524,smartphone,101.4647,pressure,1.528130988999979e+18
2525,smartphone,101.4647,pressure,1.528130988999979e+18
2526,smartphone,101.4647,pressure,1.528130990999977e+18
2527,smartphone,101.4638,pressure,1.528130990999977e+18
2528,smartphone,101.4639,pressure,1.528130992999975e+18
2529,smartphone,101.4634,pressure,1.528130993999976e+18
2530,smartphone,101.4632,pressure,1.528130993999976e+18
2531,smartphone,101.4631,pressure,1.528130995999974e+18
2532,smartphone,101.4636,pressure,1.528130996999974e+18
2533,smartphone,101.4636,pressure,1.528130996999974e+18
2534,smartphone,101.4628,pressure,1.528130998999972e+18
2535,smartphone,101.4624,pressure,1.528130999999973e+18
2536,smartphone,101.4611,pressure,1.528130999999973e+18
2537,smartphone,101.4611,pressure,1.528131001999971e+18
2538,smartphone,101.4611,pressure,1.528131002999971e+18
2539,smartphone,101.4621,pressure,1.528131002999971e+18
2540,smartphone,101.4621,pressure,1.528131004999969e+18
2541,smartphone,101.4601,pressure,1.528131005999969e+18
2542,smartphone,101.46,pressure,1.528131005999969e+18
2543,smartphone,101.46,pressure,1.528131007999968e+18
2544,smartphone,101.4599,pressure,1.528131007999968e+18
2545,smartphone,101.4588,pressure,1.528131009999967e+18
2546,smartphone,101.4588,pressure,1.528131009999967e+18
2547,smartphone,101.4621,pressure,1.528131011999965e+18
2548,smartphone,101.4628,pressure,1.528131011999965e+18
2549,smartphone,101.463,pressure,1.528131013999965e+18
2550,smartphone,101.463,pressure,1.528131013999965e+18
2551,smartphone,101.4637,pressure,1.528131015999964e+18
2552,smartphone,101.462,pressure,1.528131015999964e+18
2553,smartphone,101.462,pressure,1.5281310179999631e+18
2554,smartphone,101.463,pressure,1.5281310179999631e+18
2555,smartphone,101.463,pressure,1.5281310179999631e+18
2556,smartphone,101.463,pressure,1.5281310199999608e+18
2557,smartphone,101.4635,pressure,1.5281310209999608e+18
2558,smartphone,101.4635,pressure,1.5281310209999608e+18
2559,smartphone,101.4611,pressure,1.528131022999959e+18
2560,smartphone,101.4608,pressure,1.528131023999959e+18
2561,smartphone,101.4607,pressure,1.528131023999959e+18
2562,smartphone,101.4607,pressure,1.528131025999958e+18
2563,smartphone,101.4586,pressure,1.528131026999958e+18
2564,smartphone,101.4586,pressure,1.528131026999958e+18
2565,smartphone,101.4588,pressure,1.5281310289999562e+18
2566,smartphone,101.4588,pressure,1.5281310289999562e+18
2567,smartphone,101.4587,pressure,1.5281310309999562e+18
2568,smartphone,101.4587,pressure,1.5281310309999562e+18
2569,smartphone,101.4613,pressure,1.528131032999954e+18
2570,smartphone,101.4615,pressure,1.528131033999954e+18
2571,smartphone,101.4623,pressure,1.528131033999954e+18
2572,smartphone,101.4623,pressure,1.5281310359999532e+18
2573,smartphone,101.4623,pressure,1.5281310359999532e+18
2574,smartphone,101.462,pressure,1.528131037999952e+18
2575,smartphone,101.4623,pressure,1.528131037999952e+18
2576,smartphone,101.462,pressure,1.5281310399999498e+18
2577,smartphone,101.4625,pressure,1.5281310409999508e+18
2578,smartphone,101.4622,pressure,1.5281310409999508e+18
2579,smartphone,101.4622,pressure,1.528131042999949e+18
2580,smartphone,101.4622,pressure,1.528131043999949e+18
2581,smartphone,101.4622,pressure,1.528131043999949e+18
2582,smartphone,101.4624,pressure,1.528131045999947e+18
2583,smartphone,101.4624,pressure,1.528131045999947e+18
2584,smartphone,101.4632,pressure,1.528131047999947e+18
2585,smartphone,101.4645,pressure,1.528131047999947e+18
2586,smartphone,101.4645,pressure,1.528131049999945e+18
2587,smartphone,101.4624,pressure,1.5281310509999462e+18
2588,smartphone,101.4618,pressure,1.5281310509999462e+18
2589,smartphone,101.4618,pressure,1.528131052999944e+18
2590,smartphone,101.4623,pressure,1.528131052999944e+18
2591,smartphone,101.469,pressure,1.528131054999943e+18
2592,smartphone,101.4699,pressure,1.528131055999943e+18
2593,smartphone,101.4693,pressure,1.528131055999943e+18
2594,smartphone,101.4693,pressure,1.528131057999941e+18
2595,smartphone,101.4679,pressure,1.528131058999941e+18
2596,smartphone,101.4623,pressure,1.528131058999941e+18
2597,smartphone,101.4581,pressure,1.52813106099994e+18
2598,smartphone,101.461,pressure,1.52813106099994e+18
2599,smartphone,101.4593,pressure,1.528131062999938e+18
2600,smartphone,101.4604,pressure,1.528131062999938e+18
2601,smartphone,101.4604,pressure,1.528131064999938e+18
2602,smartphone,101.4608,pressure,1.528131064999938e+18
2603,smartphone,101.4652,pressure,1.5281310669999357e+18
2604,smartphone,101.4675,pressure,1.5281310669999357e+18
2605,smartphone,101.4652,pressure,1.5281310689999357e+18
2606,smartphone,101.4675,pressure,1.5281310689999357e+18
2607,smartphone,101.4644,pressure,1.528131070999934e+18
2608,smartphone,101.4618,pressure,1.528131070999934e+18
2609,smartphone,101.4599,pressure,1.528131072999933e+18
2610,smartphone,101.4609,pressure,1.528131072999933e+18
2611,smartphone,101.4558,pressure,1.5281310749999322e+18
2612,smartphone,101.4558,pressure,1.5281310749999322e+18
2613,smartphone,101.4587,pressure,1.5281310769999311e+18
2614,smartphone,101.4602,pressure,1.5281310769999311e+18
2615,smartphone,101.461,pressure,1.52813107899993e+18
2616,smartphone,101.461,pressure,1.52813107899993e+18
2617,smartphone,101.4595,pressure,1.5281310809999288e+18
2618,smartphone,101.4594,pressure,1.5281310809999288e+18
2619,smartphone,101.4595,pressure,1.528131082999928e+18
2620,smartphone,101.4594,pressure,1.528131082999928e+18
2621,smartphone,101.4593,pressure,1.528131084999927e+18
2622,smartphone,101.4593,pressure,1.528131084999927e+18
2623,smartphone,101.4606,pressure,1.528131086999926e+18
2624,smartphone,101.4606,pressure,1.528131086999926e+18
2625,smartphone,101.4608,pressure,1.528131088999925e+18
2626,smartphone,101.4588,pressure,1.528131088999925e+18
2627,smartphone,101.4593,pressure,1.528131090999924e+18
2628,smartphone,101.4593,pressure,1.528131090999924e+18
2629,smartphone,101.4606,pressure,1.528131092999923e+18
2630,smartphone,101.4606,pressure,1.528131092999923e+18
2631,smartphone,101.4596,pressure,1.528131094999922e+18
2632,smartphone,101.4597,pressure,1.528131094999922e+18
2633,smartphone,101.4597,pressure,1.5281310969999199e+18
2634,smartphone,101.46,pressure,1.5281310969999199e+18
2635,smartphone,101.4609,pressure,1.5281310989999188e+18
2636,smartphone,101.4611,pressure,1.5281310989999188e+18
2637,smartphone,101.4621,pressure,1.5281311009999188e+18
2638,smartphone,101.4634,pressure,1.5281311009999188e+18
2639,smartphone,101.4621,pressure,1.528131102999918e+18
2640,smartphone,101.4613,pressure,1.528131102999918e+18
2641,smartphone,101.4613,pressure,1.528131104999916e+18
2642,smartphone,101.4615,pressure,1.528131104999916e+18
2643,smartphone,101.4615,pressure,1.528131106999915e+18
2644,smartphone,101.4621,pressure,1.528131106999915e+18
2645,smartphone,101.4621,pressure,1.5281311089999142e+18
2646,smartphone,101.4621,pressure,1.5281311089999142e+18
2647,smartphone,101.4616,pressure,1.528131110999913e+18
2648,smartphone,101.4616,pressure,1.528131110999913e+18
2649,smartphone,101.4609,pressure,1.528131112999912e+18
2650,smartphone,101.46,pressure,1.528131112999912e+18
2651,smartphone,101.4603,pressure,1.52813111499991e+18
2652,smartphone,101.4603,pressure,1.52813111599991e+18
2653,smartphone,101.4617,pressure,1.52813111599991e+18
2654,smartphone,101.462,pressure,1.5281311179999089e+18
2655,smartphone,101.4622,pressure,1.5281311179999089e+18
2656,smartphone,101.4623,pressure,1.528131119999908e+18
2657,smartphone,101.4637,pressure,1.528131120999908e+18
2658,smartphone,101.464,pressure,1.528131120999908e+18
2659,smartphone,101.464,pressure,1.528131122999906e+18
2660,smartphone,101.464,pressure,1.528131122999906e+18
2661,smartphone,101.4635,pressure,1.528131124999905e+18
2662,smartphone,101.4635,pressure,1.528131124999905e+18
2663,smartphone,101.4635,pressure,1.528131126999905e+18
2664,smartphone,101.4634,pressure,1.528131126999905e+18
2665,smartphone,101.462,pressure,1.528131128999903e+18
2666,smartphone,101.462,pressure,1.528131128999903e+18
2667,smartphone,101.462,pressure,1.528131130999903e+18
2668,smartphone,101.4615,pressure,1.528131130999903e+18
2669,smartphone,101.4615,pressure,1.5281311329999012e+18
2670,smartphone,101.4605,pressure,1.5281311329999012e+18
2671,smartphone,101.4629,pressure,1.5281311349999002e+18
2672,smartphone,101.4629,pressure,1.5281311349999002e+18
2673,smartphone,101.4626,pressure,1.528131136999899e+18
2674,smartphone,101.4622,pressure,1.528131137999899e+18
2675,smartphone,101.4616,pressure,1.528131137999899e+18
2676,smartphone,101.4616,pressure,1.528131139999897e+18
2677,smartphone,101.4616,pressure,1.528131139999897e+18
2678,smartphone,101.4626,pressure,1.528131141999897e+18
2679,smartphone,101.4626,pressure,1.528131141999897e+18
2680,smartphone,101.4618,pressure,1.528131143999896e+18
2681,smartphone,101.4611,pressure,1.528131143999896e+18
2682,smartphone,101.4611,pressure,1.5281311459998948e+18
2683,smartphone,101.4611,pressure,1.5281311469998948e+18
2684,smartphone,101.4618,pressure,1.5281311469998948e+18
2685,smartphone,101.4632,pressure,1.528131148999893e+18
2686,smartphone,101.4618,pressure,1.528131148999893e+18
2687,smartphone,101.4606,pressure,1.528131150999891e+18
2688,smartphone,101.4604,pressure,1.528131150999891e+18
2689,smartphone,101.4584,pressure,1.528131152999891e+18
2690,smartphone,101.4582,pressure,1.528131152999891e+18
2691,smartphone,101.4578,pressure,1.5281311549998892e+18
2692,smartphone,101.4593,pressure,1.5281311559998892e+18
2693,smartphone,101.4593,pressure,1.5281311559998892e+18
2694,smartphone,101.4606,pressure,1.5281311579998881e+18
2695,smartphone,101.4606,pressure,1.5281311579998881e+18
2696,smartphone,101.4606,pressure,1.528131159999887e+18
2697,smartphone,101.4621,pressure,1.528131159999887e+18
2698,smartphone,101.4631,pressure,1.528131161999886e+18
2699,smartphone,101.4635,pressure,1.528131161999886e+18
2700,smartphone,101.4635,pressure,1.5281311639998838e+18
2701,smartphone,101.4632,pressure,1.5281311639998838e+18
2702,smartphone,101.4622,pressure,1.5281311659998838e+18
2703,smartphone,101.4609,pressure,1.5281311659998838e+18
2704,smartphone,101.4608,pressure,1.528131167999883e+18
2705,smartphone,101.4608,pressure,1.528131167999883e+18
2706,smartphone,101.4613,pressure,1.528131169999881e+18
2707,smartphone,101.4625,pressure,1.528131169999881e+18
2708,smartphone,101.4626,pressure,1.528131171999881e+18
2709,smartphone,101.4629,pressure,1.528131171999881e+18
2710,smartphone,101.4645,pressure,1.528131173999879e+18
2711,smartphone,101.4645,pressure,1.528131173999879e+18
2712,smartphone,101.4628,pressure,1.528131175999878e+18
2713,smartphone,101.4603,pressure,1.528131175999878e+18
2714,smartphone,101.4603,pressure,1.528131177999878e+18
2715,smartphone,101.4627,pressure,1.528131177999878e+18
2716,smartphone,101.4627,pressure,1.528131179999876e+18
2717,smartphone,101.4643,pressure,1.528131179999876e+18
2718,smartphone,101.4643,pressure,1.528131181999875e+18
2719,smartphone,101.4644,pressure,1.528131181999875e+18
2720,smartphone,101.4644,pressure,1.528131183999874e+18
2721,smartphone,101.4644,pressure,1.528131184999874e+18
2722,smartphone,101.4643,pressure,1.528131184999874e+18
2723,smartphone,101.4671,pressure,1.528131186999872e+18
2724,smartphone,101.4692,pressure,1.528131186999872e+18
2725,smartphone,101.4716,pressure,1.528131188999872e+18
2726,smartphone,101.4716,pressure,1.528131188999872e+18
2727,smartphone,101.4643,pressure,1.5281311909998697e+18
2728,smartphone,101.461,pressure,1.5281311919998697e+18
2729,smartphone,101.4589,pressure,1.5281311919998697e+18
2730,smartphone,101.4627,pressure,1.528131193999868e+18
2731,smartphone,101.4644,pressure,1.528131194999868e+18
2732,smartphone,101.464,pressure,1.528131194999868e+18
2733,smartphone,101.4653,pressure,1.528131196999867e+18
2734,smartphone,101.4653,pressure,1.528131196999867e+18
2735,smartphone,101.4666,pressure,1.528131198999866e+18
2736,smartphone,101.4666,pressure,1.528131198999866e+18
2737,smartphone,101.4665,pressure,1.528131200999865e+18
2738,smartphone,101.4649,pressure,1.528131201999865e+18
2739,smartphone,101.4649,pressure,1.528131201999865e+18
2740,smartphone,101.4661,pressure,1.528131203999863e+18
2741,smartphone,101.4671,pressure,1.528131204999863e+18
2742,smartphone,101.4674,pressure,1.528131204999863e+18
2743,smartphone,101.4674,pressure,1.528131206999862e+18
2744,smartphone,101.46600000000001,pressure,1.528131206999862e+18
2745,smartphone,101.4645,pressure,1.52813120899986e+18
2746,smartphone,101.4637,pressure,1.52813120899986e+18
2747,smartphone,101.4625,pressure,1.52813121099986e+18
2748,smartphone,101.4636,pressure,1.52813121099986e+18
2749,smartphone,101.4636,pressure,1.5281312129998592e+18
2750,smartphone,101.4664,pressure,1.5281312129998592e+18
2751,smartphone,101.4668,pressure,1.528131214999858e+18
2752,smartphone,101.4697,pressure,1.528131214999858e+18
2753,smartphone,101.4697,pressure,1.5281312169998559e+18
2754,smartphone,101.4687,pressure,1.5281312169998559e+18
2755,smartphone,101.4672,pressure,1.5281312189998559e+18
2756,smartphone,101.4648,pressure,1.5281312189998559e+18
2757,smartphone,101.4647,pressure,1.528131220999855e+18
2758,smartphone,101.4648,pressure,1.528131220999855e+18
2759,smartphone,101.46600000000001,pressure,1.5281312229998538e+18
2760,smartphone,101.4663,pressure,1.5281312229998538e+18
2761,smartphone,101.46600000000001,pressure,1.528131224999851e+18
2762,smartphone,101.4663,pressure,1.528131225999851e+18
2763,smartphone,101.465,pressure,1.528131225999851e+18
2764,smartphone,101.4642,pressure,1.528131227999851e+18
2765,smartphone,101.4642,pressure,1.528131227999851e+18
2766,smartphone,101.4685,pressure,1.52813122999985e+18
2767,smartphone,101.4685,pressure,1.52813122999985e+18
2768,smartphone,101.47,pressure,1.528131231999849e+18
2769,smartphone,101.4669,pressure,1.528131231999849e+18
2770,smartphone,101.4669,pressure,1.5281312339998472e+18
2771,smartphone,101.4681,pressure,1.5281312349998472e+18
2772,smartphone,101.4681,pressure,1.5281312359998472e+18
2773,smartphone,101.4667,pressure,1.5281312359998472e+18
2774,smartphone,101.4667,pressure,1.528131237999845e+18
2775,smartphone,101.4666,pressure,1.528131237999845e+18
2776,smartphone,101.4654,pressure,1.5281312399998438e+18
2777,smartphone,101.4649,pressure,1.5281312399998438e+18
2778,smartphone,101.4643,pressure,1.5281312419998428e+18
2779,smartphone,101.4643,pressure,1.5281312419998428e+18
2780,smartphone,101.4667,pressure,1.528131243999842e+18
2781,smartphone,101.4667,pressure,1.528131244999842e+18
2782,smartphone,101.4628,pressure,1.528131244999842e+18
2783,smartphone,101.4623,pressure,1.528131246999841e+18
2784,smartphone,101.4609,pressure,1.528131246999841e+18
2785,smartphone,101.4605,pressure,1.528131246999841e+18
2786,smartphone,101.4605,pressure,1.52813124899984e+18
2787,smartphone,101.4644,pressure,1.52813124899984e+18
2788,smartphone,101.4644,pressure,1.5281312509998382e+18
2789,smartphone,101.4622,pressure,1.5281312519998382e+18
2790,smartphone,101.4637,pressure,1.5281312519998382e+18
2791,smartphone,101.4637,pressure,1.528131253999837e+18
2792,smartphone,101.4643,pressure,1.528131253999837e+18
2793,smartphone,101.4678,pressure,1.5281312559998351e+18
2794,smartphone,101.4678,pressure,1.5281312569998351e+18
2795,smartphone,101.465,pressure,1.5281312569998351e+18
2796,smartphone,101.465,pressure,1.528131258999834e+18
2797,smartphone,101.4625,pressure,1.528131258999834e+18
2798,smartphone,101.4648,pressure,1.528131260999833e+18
2799,smartphone,101.4648,pressure,1.528131260999833e+18
2800,smartphone,101.4654,pressure,1.5281312629998318e+18
2801,smartphone,101.4656,pressure,1.5281312629998318e+18
2802,smartphone,101.4654,pressure,1.52813126499983e+18
2803,smartphone,101.4657,pressure,1.52813126599983e+18
2804,smartphone,101.4653,pressure,1.52813126599983e+18
2805,smartphone,101.4653,pressure,1.5281312679998287e+18
2806,smartphone,101.4649,pressure,1.5281312679998287e+18
2807,smartphone,101.4638,pressure,1.528131269999828e+18
2808,smartphone,101.4638,pressure,1.528131269999828e+18
2809,smartphone,101.465,pressure,1.528131271999828e+18
2810,smartphone,101.465,pressure,1.528131271999828e+18
2811,smartphone,101.464,pressure,1.528131273999826e+18
2812,smartphone,101.4627,pressure,1.528131273999826e+18
2813,smartphone,101.4627,pressure,1.528131275999825e+18
2814,smartphone,101.4627,pressure,1.528131275999825e+18
2815,smartphone,101.4648,pressure,1.5281312779998241e+18
2816,smartphone,101.4647,pressure,1.5281312779998241e+18
2817,smartphone,101.465,pressure,1.528131279999823e+18
2818,smartphone,101.4647,pressure,1.528131280999823e+18
2819,smartphone,101.4638,pressure,1.528131280999823e+18
2820,smartphone,101.4638,pressure,1.5281312829998213e+18
2821,smartphone,101.4646,pressure,1.5281312829998213e+18
2822,smartphone,101.4646,pressure,1.52813128499982e+18
2823,smartphone,101.4654,pressure,1.52813128499982e+18
2824,smartphone,101.4649,pressure,1.528131286999819e+18
2825,smartphone,101.4654,pressure,1.528131286999819e+18
2826,smartphone,101.4649,pressure,1.528131288999818e+18
2827,smartphone,101.4655,pressure,1.528131288999818e+18
2828,smartphone,101.4642,pressure,1.528131290999817e+18
2829,smartphone,101.4683,pressure,1.528131290999817e+18
2830,smartphone,101.4683,pressure,1.528131292999816e+18
2831,smartphone,101.46700000000001,pressure,1.528131292999816e+18
2832,smartphone,101.46700000000001,pressure,1.528131294999815e+18
2833,smartphone,101.46600000000001,pressure,1.528131294999815e+18
2834,smartphone,101.4659,pressure,1.5281312969999631e+18
2835,smartphone,101.463,pressure,1.5281312969999631e+18
2836,smartphone,101.463,pressure,1.528131298999966e+18
2837,smartphone,101.4649,pressure,1.528131299999969e+18
2838,smartphone,101.4674,pressure,1.528131300999971e+18
2839,smartphone,101.4688,pressure,1.528131301999974e+18
2840,smartphone,101.4688,pressure,1.5281313029999777e+18
2841,smartphone,101.4715,pressure,1.528131303999981e+18
2842,smartphone,101.4715,pressure,1.528131304999986e+18
2843,smartphone,101.4699,pressure,1.528131305999991e+18
2844,smartphone,101.4693,pressure,1.5281313069999982e+18
2845,smartphone,101.4688,pressure,1.5281313080000028e+18
2846,smartphone,101.4652,pressure,1.5281313080000028e+18
2847,smartphone,101.4624,pressure,1.52813131e+18
2848,smartphone,101.465,pressure,1.5281313110000018e+18
2849,smartphone,101.465,pressure,1.528131312000005e+18
2850,smartphone,101.465,pressure,1.528131313000012e+18
2851,smartphone,101.46700000000001,pressure,1.528131314000017e+18
2852,smartphone,101.46700000000001,pressure,1.528131315000021e+18
2853,smartphone,101.4672,pressure,1.528131316000023e+18
2854,smartphone,101.4662,pressure,1.528131317000027e+18
2855,smartphone,101.4662,pressure,1.528131318000031e+18
2856,smartphone,101.4616,pressure,1.528131319000033e+18
2857,smartphone,101.4616,pressure,1.528131320000036e+18
2858,smartphone,101.4616,pressure,1.5281313210000392e+18
2859,smartphone,101.4607,pressure,1.528131322000041e+18
2860,smartphone,101.4607,pressure,1.528131323000043e+18
2861,smartphone,101.4637,pressure,1.5281313240000448e+18
2862,smartphone,101.4646,pressure,1.528131325000046e+18
2863,smartphone,101.4648,pressure,1.5281313260000492e+18
2864,smartphone,101.4648,pressure,1.5281313270000502e+18
2865,smartphone,101.465,pressure,1.528131328000052e+18
2866,smartphone,101.465,pressure,1.528131329000053e+18
2867,smartphone,101.4677,pressure,1.5281313300000538e+18
2868,smartphone,101.4631,pressure,1.528131331000056e+18
2869,smartphone,101.4631,pressure,1.528131332000056e+18
2870,smartphone,101.4635,pressure,1.5281313330000579e+18
2871,smartphone,101.4635,pressure,1.5281313340000579e+18
2872,smartphone,101.4636,pressure,1.528131335000059e+18
2873,smartphone,101.4644,pressure,1.52813133600006e+18
2874,smartphone,101.465,pressure,1.52813133700006e+18
2875,smartphone,101.465,pressure,1.528131338000061e+18
2876,smartphone,101.4657,pressure,1.528131339000062e+18
2877,smartphone,101.4657,pressure,1.528131340000062e+18
2878,smartphone,101.4658,pressure,1.5281313410000632e+18
2879,smartphone,101.46600000000001,pressure,1.5281313420000643e+18
2880,smartphone,101.46600000000001,pressure,1.5281313420000643e+18
2881,smartphone,101.46600000000001,pressure,1.5281313440000643e+18
2882,smartphone,101.4659,pressure,1.5281313450000643e+18
2883,smartphone,101.465,pressure,1.5281313460000643e+18
2884,smartphone,101.4648,pressure,1.528131347000065e+18
2885,smartphone,101.4648,pressure,1.528131348000065e+18
2886,smartphone,101.4639,pressure,1.528131348000065e+18
2887,smartphone,101.4644,pressure,1.528131350000065e+18
2888,smartphone,101.4678,pressure,1.528131350000065e+18
2889,smartphone,101.4687,pressure,1.5281313520000643e+18
2890,smartphone,101.4689,pressure,1.528131353000065e+18
2891,smartphone,101.4687,pressure,1.528131353000065e+18
2892,smartphone,101.4676,pressure,1.528131355000065e+18
2893,smartphone,101.4673,pressure,1.528131355000065e+18
2894,smartphone,101.4654,pressure,1.528131357000065e+18
2895,smartphone,101.4641,pressure,1.528131357000065e+18
2896,smartphone,101.4639,pressure,1.5281313590000643e+18
2897,smartphone,101.4632,pressure,1.528131360000065e+18
2898,smartphone,101.4632,pressure,1.528131361000065e+18
2899,smartphone,101.4648,pressure,1.528131362000065e+18
2900,smartphone,101.4651,pressure,1.528131362000065e+18
2901,smartphone,101.4668,pressure,1.5281313640000632e+18
2902,smartphone,101.4668,pressure,1.5281313650000643e+18
2903,smartphone,101.4695,pressure,1.5281313660000643e+18
2904,smartphone,101.4695,pressure,1.5281313660000643e+18
2905,smartphone,101.4668,pressure,1.5281313680000632e+18
2906,smartphone,101.4668,pressure,1.5281313680000632e+18
2907,smartphone,101.4672,pressure,1.528131370000062e+18
2908,smartphone,101.4672,pressure,1.5281313710000632e+18
2909,smartphone,101.46799999999999,pressure,1.5281313710000632e+18
2910,smartphone,101.469,pressure,1.528131373000062e+18
2911,smartphone,101.4714,pressure,1.528131373000062e+18
2912,smartphone,101.4741,pressure,1.528131375000062e+18
2913,smartphone,101.4714,pressure,1.528131376000062e+18
2914,smartphone,101.4631,pressure,1.528131376000062e+18
2915,smartphone,101.4631,pressure,1.528131378000061e+18
2916,smartphone,101.4631,pressure,1.528131378000061e+18
2917,smartphone,101.4638,pressure,1.528131380000061e+18
2918,smartphone,101.464,pressure,1.528131380000061e+18
2919,smartphone,101.4677,pressure,1.52813138200006e+18
2920,smartphone,101.4677,pressure,1.52813138200006e+18
2921,smartphone,101.46600000000001,pressure,1.528131384000059e+18
2922,smartphone,101.4653,pressure,1.528131384000059e+18
2923,smartphone,101.4653,pressure,1.5281313860000579e+18
2924,smartphone,101.4653,pressure,1.5281313860000579e+18
2925,smartphone,101.4654,pressure,1.528131388000057e+18
2926,smartphone,101.4654,pressure,1.5281313890000579e+18
2927,smartphone,101.4651,pressure,1.5281313890000579e+18
2928,smartphone,101.46600000000001,pressure,1.528131391000057e+18
2929,smartphone,101.4682,pressure,1.528131391000057e+18
2930,smartphone,101.46600000000001,pressure,1.528131393000056e+18
2931,smartphone,101.4686,pressure,1.528131393000056e+18
2932,smartphone,101.471,pressure,1.528131395000056e+18
2933,smartphone,101.471,pressure,1.528131396000056e+18
2934,smartphone,101.4682,pressure,1.528131396000056e+18
2935,smartphone,101.4668,pressure,1.528131398000055e+18
2936,smartphone,101.4637,pressure,1.528131398000055e+18
2937,smartphone,101.4637,pressure,1.5281314000000538e+18
2938,smartphone,101.4637,pressure,1.5281314010000538e+18
2939,smartphone,101.4639,pressure,1.5281314010000538e+18
2940,smartphone,101.4641,pressure,1.528131403000053e+18
2941,smartphone,101.4661,pressure,1.528131403000053e+18
2942,smartphone,101.4664,pressure,1.528131405000139e+18
2943,smartphone,101.4661,pressure,1.528131405000139e+18
2944,smartphone,101.4654,pressure,1.528131407000052e+18
2945,smartphone,101.465,pressure,1.528131407000052e+18
2946,smartphone,101.465,pressure,1.528131409000051e+18
2947,smartphone,101.4649,pressure,1.528131410000051e+18
2948,smartphone,101.4641,pressure,1.528131410000051e+18
