,device_type,pressure,sensor_type,timestamps
3931,smartphone,101.4603,pressure,1.528132389999096e+18
3932,smartphone,101.4602,pressure,1.528132389999096e+18
3933,smartphone,101.4602,pressure,1.528132391999095e+18
3934,smartphone,101.4616,pressure,1.528132392999095e+18
3935,smartphone,101.4618,pressure,1.528132392999095e+18
3936,smartphone,101.4635,pressure,1.528132394999094e+18
3937,smartphone,101.4635,pressure,1.528132395999094e+18
3938,smartphone,101.4638,pressure,1.528132396999094e+18
3939,smartphone,101.4638,pressure,1.528132396999094e+18
3940,smartphone,101.4635,pressure,1.528132398999094e+18
3941,smartphone,101.4618,pressure,1.528132399999094e+18
3942,smartphone,101.4617,pressure,1.528132399999094e+18
3943,smartphone,101.4617,pressure,1.528132401999094e+18
3944,smartphone,101.4627,pressure,1.528132402999094e+18
3945,smartphone,101.4685,pressure,1.528132403999094e+18
3946,smartphone,101.4659,pressure,1.528132403999094e+18
3947,smartphone,101.4659,pressure,1.528132405999094e+18
3948,smartphone,101.4632,pressure,1.528132405999094e+18
3949,smartphone,101.4602,pressure,1.528132407999093e+18
3950,smartphone,101.4552,pressure,1.528132407999093e+18
3951,smartphone,101.4602,pressure,1.5281324099990922e+18
3952,smartphone,101.4606,pressure,1.5281324099990922e+18
3953,smartphone,101.4623,pressure,1.5281324099990922e+18
3954,smartphone,101.462,pressure,1.528132411999093e+18
3955,smartphone,101.462,pressure,1.528132412999093e+18
3956,smartphone,101.4607,pressure,1.528132412999093e+18
3957,smartphone,101.4607,pressure,1.5281324149990922e+18
3958,smartphone,101.4617,pressure,1.5281324149990922e+18
3959,smartphone,101.4618,pressure,1.528132416999091e+18
3960,smartphone,101.4622,pressure,1.528132416999091e+18
3961,smartphone,101.4622,pressure,1.5281324189990922e+18
3962,smartphone,101.4622,pressure,1.5281324199990922e+18
3963,smartphone,101.4619,pressure,1.5281324199990922e+18
3964,smartphone,101.4619,pressure,1.528132421999091e+18
3965,smartphone,101.4626,pressure,1.528132422999091e+18
3966,smartphone,101.4627,pressure,1.528132422999091e+18
3967,smartphone,101.4626,pressure,1.52813242499909e+18
3968,smartphone,101.4627,pressure,1.52813242599909e+18
3969,smartphone,101.4632,pressure,1.52813242599909e+18
3970,smartphone,101.4635,pressure,1.52813242799909e+18
3971,smartphone,101.4632,pressure,1.52813242799909e+18
3972,smartphone,101.4629,pressure,1.528132429999089e+18
3973,smartphone,101.4616,pressure,1.52813243099909e+18
3974,smartphone,101.4616,pressure,1.52813243099909e+18
3975,smartphone,101.4622,pressure,1.528132432999089e+18
3976,smartphone,101.4625,pressure,1.528132432999089e+18
3977,smartphone,101.4628,pressure,1.528132434999089e+18
3978,smartphone,101.4629,pressure,1.528132434999089e+18
3979,smartphone,101.4629,pressure,1.528132436999088e+18
3980,smartphone,101.464,pressure,1.528132437999088e+18
3981,smartphone,101.464,pressure,1.528132437999088e+18
3982,smartphone,101.464,pressure,1.528132439999088e+18
3983,smartphone,101.4644,pressure,1.528132439999088e+18
3984,smartphone,101.4644,pressure,1.528132441999088e+18
3985,smartphone,101.4644,pressure,1.528132441999088e+18
3986,smartphone,101.4637,pressure,1.5281324439990868e+18
3987,smartphone,101.4637,pressure,1.528132444999088e+18
3988,smartphone,101.4626,pressure,1.528132444999088e+18
3989,smartphone,101.4635,pressure,1.5281324469990868e+18
3990,smartphone,101.4635,pressure,1.5281324469990868e+18
3991,smartphone,101.4652,pressure,1.5281324489990858e+18
3992,smartphone,101.4632,pressure,1.5281324489990858e+18
3993,smartphone,101.4632,pressure,1.5281324509990858e+18
3994,smartphone,101.4646,pressure,1.5281324519990858e+18
3995,smartphone,101.4646,pressure,1.5281324519990858e+18
3996,smartphone,101.4637,pressure,1.5281324539990858e+18
3997,smartphone,101.4637,pressure,1.5281324539990858e+18
3998,smartphone,101.4637,pressure,1.5281324559990858e+18
3999,smartphone,101.4644,pressure,1.5281324559990858e+18
4000,smartphone,101.4626,pressure,1.528132457999085e+18
4001,smartphone,101.4632,pressure,1.528132457999085e+18
4002,smartphone,101.4632,pressure,1.528132459999085e+18
4003,smartphone,101.4632,pressure,1.528132460999085e+18
4004,smartphone,101.4632,pressure,1.528132460999085e+18
4005,smartphone,101.4623,pressure,1.528132462999084e+18
4006,smartphone,101.4618,pressure,1.528132463999084e+18
4007,smartphone,101.4623,pressure,1.528132463999084e+18
4008,smartphone,101.4618,pressure,1.528132465999084e+18
4009,smartphone,101.4613,pressure,1.528132465999084e+18
4010,smartphone,101.4621,pressure,1.528132467999084e+18
4011,smartphone,101.4621,pressure,1.528132467999084e+18
4012,smartphone,101.4613,pressure,1.528132469999083e+18
4013,smartphone,101.4613,pressure,1.528132469999083e+18
4014,smartphone,101.4613,pressure,1.528132471999083e+18
4015,smartphone,101.4616,pressure,1.528132472999083e+18
4016,smartphone,101.4616,pressure,1.528132473999083e+18
4017,smartphone,101.4616,pressure,1.528132473999083e+18
4018,smartphone,101.4616,pressure,1.528132475999082e+18
4019,smartphone,101.4642,pressure,1.528132475999082e+18
4020,smartphone,101.4607,pressure,1.528132477999083e+18
4021,smartphone,101.459,pressure,1.528132477999083e+18
4022,smartphone,101.4585,pressure,1.528132479999082e+18
4023,smartphone,101.4585,pressure,1.528132479999082e+18
4024,smartphone,101.458,pressure,1.528132481999082e+18
4025,smartphone,101.458,pressure,1.528132482999082e+18
4026,smartphone,101.458,pressure,1.528132483999082e+18
4027,smartphone,101.4614,pressure,1.528132484999082e+18
4028,smartphone,101.4614,pressure,1.528132485999082e+18
4029,smartphone,101.4594,pressure,1.528132485999082e+18
4030,smartphone,101.4603,pressure,1.5281324879990812e+18
4031,smartphone,101.4594,pressure,1.5281324879990812e+18
4032,smartphone,101.4614,pressure,1.5281324899990802e+18
4033,smartphone,101.4588,pressure,1.5281324909990812e+18
4034,smartphone,101.4584,pressure,1.5281324909990812e+18
4035,smartphone,101.4576,pressure,1.5281324929990802e+18
4036,smartphone,101.4576,pressure,1.5281324929990802e+18
4037,smartphone,101.4611,pressure,1.5281324949990802e+18
4038,smartphone,101.4611,pressure,1.5281324959990802e+18
4039,smartphone,101.4611,pressure,1.5281324959990802e+18
4040,smartphone,101.4587,pressure,1.528132497999079e+18
4041,smartphone,101.4616,pressure,1.528132497999079e+18
4042,smartphone,101.4623,pressure,1.5281324999990802e+18
4043,smartphone,101.463,pressure,1.5281324999990802e+18
4044,smartphone,101.4623,pressure,1.528132501999079e+18
4045,smartphone,101.463,pressure,1.528132502999079e+18
4046,smartphone,101.4604,pressure,1.528132503999079e+18
4047,smartphone,101.4604,pressure,1.528132503999079e+18
4048,smartphone,101.4591,pressure,1.5281325059990781e+18
4049,smartphone,101.4612,pressure,1.5281325059990781e+18
4050,smartphone,101.4615,pressure,1.5281325079990781e+18
4051,smartphone,101.4641,pressure,1.5281325089990781e+18
4052,smartphone,101.4646,pressure,1.5281325089990781e+18
4053,smartphone,101.4641,pressure,1.5281325109990769e+18
4054,smartphone,101.4643,pressure,1.5281325109990769e+18
4055,smartphone,101.4643,pressure,1.5281325129990769e+18
4056,smartphone,101.4653,pressure,1.5281325139990769e+18
4057,smartphone,101.4666,pressure,1.5281325149990769e+18
4058,smartphone,101.46700000000001,pressure,1.5281325149990769e+18
4059,smartphone,101.46700000000001,pressure,1.5281325169990769e+18
4060,smartphone,101.4637,pressure,1.5281325169990769e+18
4061,smartphone,101.4626,pressure,1.5281325189990758e+18
4062,smartphone,101.4617,pressure,1.5281325189990758e+18
4063,smartphone,101.4626,pressure,1.5281325209990758e+18
4064,smartphone,101.4638,pressure,1.5281325209990758e+18
4065,smartphone,101.4649,pressure,1.5281325229990748e+18
4066,smartphone,101.4649,pressure,1.5281325239990758e+18
4067,smartphone,101.4668,pressure,1.5281325239990758e+18
4068,smartphone,101.4645,pressure,1.5281325259990748e+18
4069,smartphone,101.4645,pressure,1.5281325269990748e+18
4070,smartphone,101.4647,pressure,1.5281325279990748e+18
4071,smartphone,101.4664,pressure,1.5281325279990748e+18
4072,smartphone,101.4654,pressure,1.5281325299990748e+18
4073,smartphone,101.4654,pressure,1.5281325299990748e+18
4074,smartphone,101.4653,pressure,1.528132531999074e+18
4075,smartphone,101.464,pressure,1.528132532999074e+18
4076,smartphone,101.4653,pressure,1.528132532999074e+18
4077,smartphone,101.4631,pressure,1.528132534999074e+18
4078,smartphone,101.4631,pressure,1.528132535999074e+18
4079,smartphone,101.459,pressure,1.528132535999074e+18
4080,smartphone,101.459,pressure,1.528132537999073e+18
4081,smartphone,101.4587,pressure,1.528132538999074e+18
4082,smartphone,101.4605,pressure,1.528132538999074e+18
4083,smartphone,101.4605,pressure,1.528132540999073e+18
4084,smartphone,101.4633,pressure,1.528132541999073e+18
4085,smartphone,101.4641,pressure,1.528132541999073e+18
4086,smartphone,101.4625,pressure,1.528132543999073e+18
4087,smartphone,101.4612,pressure,1.528132543999073e+18
4088,smartphone,101.4625,pressure,1.528132545999072e+18
4089,smartphone,101.4633,pressure,1.528132546999072e+18
4090,smartphone,101.4637,pressure,1.528132546999072e+18
4091,smartphone,101.4637,pressure,1.528132548999072e+18
4092,smartphone,101.4642,pressure,1.528132548999072e+18
4093,smartphone,101.4635,pressure,1.528132550999072e+18
4094,smartphone,101.464,pressure,1.528132550999072e+18
4095,smartphone,101.4609,pressure,1.5281325529990712e+18
4096,smartphone,101.464,pressure,1.5281325529990712e+18
4097,smartphone,101.4619,pressure,1.52813255499907e+18
4098,smartphone,101.4643,pressure,1.5281325559990712e+18
4099,smartphone,101.4651,pressure,1.5281325559990712e+18
4100,smartphone,101.4651,pressure,1.52813255799907e+18
4101,smartphone,101.4643,pressure,1.52813255899907e+18
4102,smartphone,101.4643,pressure,1.5281325599990712e+18
4103,smartphone,101.4675,pressure,1.5281325599990712e+18
4104,smartphone,101.4675,pressure,1.52813256199907e+18
4105,smartphone,101.4644,pressure,1.52813256199907e+18
4106,smartphone,101.4648,pressure,1.52813256399907e+18
4107,smartphone,101.4644,pressure,1.52813256399907e+18
4108,smartphone,101.464,pressure,1.528132565999069e+18
4109,smartphone,101.4603,pressure,1.528132565999069e+18
4110,smartphone,101.4636,pressure,1.528132567999069e+18
4111,smartphone,101.4636,pressure,1.528132568999069e+18
4112,smartphone,101.4636,pressure,1.528132568999069e+18
4113,smartphone,101.464,pressure,1.528132570999069e+18
4114,smartphone,101.4634,pressure,1.528132570999069e+18
4115,smartphone,101.4623,pressure,1.528132572999068e+18
4116,smartphone,101.4623,pressure,1.528132572999068e+18
4117,smartphone,101.4616,pressure,1.52813257499904e+18
4118,smartphone,101.4616,pressure,1.52813257499904e+18
4119,smartphone,101.4616,pressure,1.528132576999041e+18
4120,smartphone,101.4603,pressure,1.528132577999042e+18
4121,smartphone,101.4619,pressure,1.528132577999042e+18
4122,smartphone,101.4635,pressure,1.528132579999036e+18
4123,smartphone,101.4661,pressure,1.528132580999037e+18
4124,smartphone,101.4686,pressure,1.528132581999038e+18
4125,smartphone,101.4689,pressure,1.528132581999038e+18
4126,smartphone,101.4689,pressure,1.52813258399903e+18
4127,smartphone,101.471,pressure,1.528132584999032e+18
4128,smartphone,101.471,pressure,1.5281325859990339e+18
4129,smartphone,101.4687,pressure,1.5281325859990339e+18
4130,smartphone,101.46799999999999,pressure,1.52813258799903e+18
4131,smartphone,101.46799999999999,pressure,1.528132588999033e+18
4132,smartphone,101.4663,pressure,1.528132589999035e+18
4133,smartphone,101.4642,pressure,1.528132590999036e+18
4134,smartphone,101.4642,pressure,1.528132591999038e+18
4135,smartphone,101.4623,pressure,1.528132592999041e+18
4136,smartphone,101.4623,pressure,1.528132593999042e+18
4137,smartphone,101.4623,pressure,1.5281325949990438e+18
4138,smartphone,101.4648,pressure,1.5281325959990449e+18
4139,smartphone,101.4648,pressure,1.5281325969990461e+18
4140,smartphone,101.4648,pressure,1.528132597999048e+18
4141,smartphone,101.4648,pressure,1.528132598999049e+18
4142,smartphone,101.4628,pressure,1.52813259999905e+18
4143,smartphone,101.4623,pressure,1.528132600999051e+18
4144,smartphone,101.4623,pressure,1.528132601999052e+18
4145,smartphone,101.4635,pressure,1.528132602999053e+18
4146,smartphone,101.4645,pressure,1.528132603999053e+18
4147,smartphone,101.4649,pressure,1.528132604999054e+18
4148,smartphone,101.4649,pressure,1.528132605999054e+18
4149,smartphone,101.4624,pressure,1.528132606999055e+18
4150,smartphone,101.4617,pressure,1.5281326079990561e+18
4151,smartphone,101.4617,pressure,1.5281326089990561e+18
4152,smartphone,101.4622,pressure,1.5281326099990572e+18
4153,smartphone,101.4622,pressure,1.528132610999058e+18
4154,smartphone,101.4628,pressure,1.528132610999058e+18
4155,smartphone,101.4628,pressure,1.528132612999058e+18
4156,smartphone,101.4628,pressure,1.528132613999058e+18
4157,smartphone,101.4605,pressure,1.528132614999059e+18
4158,smartphone,101.4605,pressure,1.528132614999059e+18
4159,smartphone,101.4639,pressure,1.52813261699906e+18
4160,smartphone,101.4644,pressure,1.52813261799906e+18
4161,smartphone,101.4639,pressure,1.52813261899906e+18
4162,smartphone,101.4639,pressure,1.52813261999906e+18
4163,smartphone,101.4646,pressure,1.52813262099906e+18
4164,smartphone,101.4646,pressure,1.5281326219990618e+18
4165,smartphone,101.4646,pressure,1.5281326229990618e+18
4166,smartphone,101.4626,pressure,1.5281326229990618e+18
4167,smartphone,101.4626,pressure,1.528132624999061e+18
4168,smartphone,101.4626,pressure,1.5281326259990618e+18
4169,smartphone,101.4633,pressure,1.5281326269990618e+18
4170,smartphone,101.4633,pressure,1.5281326279990618e+18
4171,smartphone,101.46,pressure,1.528132628999063e+18
4172,smartphone,101.46,pressure,1.528132628999063e+18
4173,smartphone,101.4603,pressure,1.528132630999063e+18
4174,smartphone,101.4607,pressure,1.528132630999063e+18
4175,smartphone,101.4607,pressure,1.528132632999063e+18
4176,smartphone,101.4636,pressure,1.528132633999063e+18
4177,smartphone,101.4636,pressure,1.528132633999063e+18
4178,smartphone,101.4636,pressure,1.528132635999063e+18
4179,smartphone,101.4615,pressure,1.528132635999063e+18
4180,smartphone,101.4609,pressure,1.528132637999063e+18
4181,smartphone,101.4609,pressure,1.528132638999063e+18
4182,smartphone,101.4611,pressure,1.528132639999064e+18
4183,smartphone,101.4624,pressure,1.528132639999064e+18
4184,smartphone,101.4636,pressure,1.528132641999063e+18
4185,smartphone,101.4642,pressure,1.528132641999063e+18
4186,smartphone,101.4639,pressure,1.528132643999063e+18
4187,smartphone,101.46600000000001,pressure,1.528132644999063e+18
4188,smartphone,101.4647,pressure,1.528132644999063e+18
4189,smartphone,101.4665,pressure,1.528132645999063e+18
4190,smartphone,101.4647,pressure,1.528132645999063e+18
4191,smartphone,101.4645,pressure,1.528132647999063e+18
4192,smartphone,101.4639,pressure,1.528132648999063e+18
4193,smartphone,101.4639,pressure,1.528132649999063e+18
4194,smartphone,101.4632,pressure,1.528132650999063e+18
4195,smartphone,101.4638,pressure,1.528132651999063e+18
4196,smartphone,101.4638,pressure,1.528132652999063e+18
4197,smartphone,101.4659,pressure,1.528132653999063e+18
4198,smartphone,101.4659,pressure,1.528132654999064e+18
4199,smartphone,101.4667,pressure,1.528132654999064e+18
4200,smartphone,101.4662,pressure,1.528132656999063e+18
4201,smartphone,101.4662,pressure,1.528132657999063e+18
4202,smartphone,101.4662,pressure,1.528132657999063e+18
4203,smartphone,101.4672,pressure,1.528132659999063e+18
4204,smartphone,101.4672,pressure,1.528132660999063e+18
4205,smartphone,101.4648,pressure,1.528132660999063e+18
4206,smartphone,101.4648,pressure,1.528132662999064e+18
4207,smartphone,101.4625,pressure,1.528132662999064e+18
4208,smartphone,101.4634,pressure,1.528132664999063e+18
4209,smartphone,101.4634,pressure,1.528132664999063e+18
4210,smartphone,101.46600000000001,pressure,1.528132666999063e+18
4211,smartphone,101.4662,pressure,1.528132667999063e+18
4212,smartphone,101.4666,pressure,1.528132668999063e+18
4213,smartphone,101.4666,pressure,1.528132669999063e+18
4214,smartphone,101.4666,pressure,1.528132670999063e+18
4215,smartphone,101.4657,pressure,1.528132670999063e+18
4216,smartphone,101.4642,pressure,1.528132672999063e+18
4217,smartphone,101.4668,pressure,1.528132673999063e+18
4218,smartphone,101.4668,pressure,1.528132674999063e+18
4219,smartphone,101.4667,pressure,1.528132674999063e+18
4220,smartphone,101.461,pressure,1.528132676999063e+18
4221,smartphone,101.461,pressure,1.528132677999063e+18
4222,smartphone,101.461,pressure,1.528132677999063e+18
4223,smartphone,101.4605,pressure,1.528132679999063e+18
4224,smartphone,101.4605,pressure,1.528132679999063e+18
4225,smartphone,101.4642,pressure,1.528132681999063e+18
4226,smartphone,101.4642,pressure,1.528132682999063e+18
4227,smartphone,101.4639,pressure,1.528132682999063e+18
4228,smartphone,101.4639,pressure,1.528132684999063e+18
4229,smartphone,101.4654,pressure,1.528132684999063e+18
4230,smartphone,101.4654,pressure,1.528132686999063e+18
4231,smartphone,101.4649,pressure,1.528132686999063e+18
4232,smartphone,101.4637,pressure,1.528132688999063e+18
4233,smartphone,101.4637,pressure,1.528132688999063e+18
4234,smartphone,101.463,pressure,1.528132690999063e+18
4235,smartphone,101.4606,pressure,1.528132691999063e+18
4236,smartphone,101.4614,pressure,1.528132692999063e+18
4237,smartphone,101.4614,pressure,1.528132692999063e+18
4238,smartphone,101.4614,pressure,1.5281326949990618e+18
4239,smartphone,101.4621,pressure,1.528132695999063e+18
4240,smartphone,101.4624,pressure,1.528132696999063e+18
4241,smartphone,101.4628,pressure,1.528132696999063e+18
4242,smartphone,101.4653,pressure,1.5281326989990618e+18
4243,smartphone,101.4658,pressure,1.528132699999063e+18
4244,smartphone,101.4659,pressure,1.528132699999063e+18
4245,smartphone,101.4659,pressure,1.5281327019990618e+18
4246,smartphone,101.4656,pressure,1.528132702999063e+18
4247,smartphone,101.4638,pressure,1.528132702999063e+18
4248,smartphone,101.4634,pressure,1.528132704999063e+18
4249,smartphone,101.4623,pressure,1.528132704999063e+18
4250,smartphone,101.4621,pressure,1.5281327069990618e+18
4251,smartphone,101.4623,pressure,1.5281327079990618e+18
4252,smartphone,101.4626,pressure,1.5281327089990618e+18
4253,smartphone,101.4627,pressure,1.5281327099990618e+18
4254,smartphone,101.4652,pressure,1.5281327109990618e+18
4255,smartphone,101.4656,pressure,1.5281327109990618e+18
4256,smartphone,101.4645,pressure,1.528132712999063e+18
4257,smartphone,101.4639,pressure,1.528132712999063e+18
4258,smartphone,101.4637,pressure,1.528132714999063e+18
4259,smartphone,101.4638,pressure,1.528132714999063e+18
4260,smartphone,101.4638,pressure,1.5281327169990618e+18
4261,smartphone,101.4638,pressure,1.5281327179990618e+18
4262,smartphone,101.4637,pressure,1.5281327189990618e+18
4263,smartphone,101.463,pressure,1.5281327199990618e+18
4264,smartphone,101.4628,pressure,1.5281327209990618e+18
4265,smartphone,101.463,pressure,1.5281327219990618e+18
4266,smartphone,101.4632,pressure,1.5281327229990618e+18
4267,smartphone,101.4632,pressure,1.5281327229990618e+18
4268,smartphone,101.4642,pressure,1.5281327249990618e+18
4269,smartphone,101.4627,pressure,1.5281327249990618e+18
4270,smartphone,101.4627,pressure,1.5281327269990618e+18
4271,smartphone,101.4617,pressure,1.5281327279990618e+18
4272,smartphone,101.4617,pressure,1.5281327279990618e+18
4273,smartphone,101.4621,pressure,1.5281327299990618e+18
4274,smartphone,101.4621,pressure,1.5281327299990618e+18
4275,smartphone,101.4646,pressure,1.5281327319990618e+18
4276,smartphone,101.4646,pressure,1.5281327329990618e+18
4277,smartphone,101.4651,pressure,1.5281327329990618e+18
4278,smartphone,101.4643,pressure,1.528132734999061e+18
4279,smartphone,101.4653,pressure,1.528132734999061e+18
4280,smartphone,101.4643,pressure,1.528132736999061e+18
4281,smartphone,101.4619,pressure,1.5281327379990618e+18
4282,smartphone,101.4619,pressure,1.5281327379990618e+18
4283,smartphone,101.4631,pressure,1.528132739999061e+18
4284,smartphone,101.4638,pressure,1.5281327409990618e+18
4285,smartphone,101.4638,pressure,1.5281327409990618e+18
4286,smartphone,101.4649,pressure,1.5281327429990618e+18
4287,smartphone,101.4649,pressure,1.5281327429990618e+18
4288,smartphone,101.4649,pressure,1.528132744999061e+18
4289,smartphone,101.4657,pressure,1.528132744999061e+18
4290,smartphone,101.4665,pressure,1.528132746999061e+18
4291,smartphone,101.4668,pressure,1.528132746999061e+18
4292,smartphone,101.4681,pressure,1.528132748999061e+18
4293,smartphone,101.4666,pressure,1.528132749999061e+18
4294,smartphone,101.4663,pressure,1.528132749999061e+18
4295,smartphone,101.46600000000001,pressure,1.528132751999061e+18
4296,smartphone,101.4634,pressure,1.528132751999061e+18
4297,smartphone,101.4634,pressure,1.528132753999061e+18
4298,smartphone,101.4638,pressure,1.528132754999061e+18
4299,smartphone,101.4638,pressure,1.528132754999061e+18
4300,smartphone,101.4644,pressure,1.528132756999061e+18
4301,smartphone,101.4655,pressure,1.528132757999061e+18
4302,smartphone,101.4659,pressure,1.528132758999061e+18
4303,smartphone,101.4659,pressure,1.528132758999061e+18
4304,smartphone,101.4625,pressure,1.52813276099906e+18
4305,smartphone,101.4625,pressure,1.52813276199906e+18
4306,smartphone,101.4623,pressure,1.52813276299906e+18
4307,smartphone,101.4586,pressure,1.52813276299906e+18
4308,smartphone,101.4569,pressure,1.52813276499906e+18
4309,smartphone,101.4569,pressure,1.52813276499906e+18
4310,smartphone,101.4607,pressure,1.528132766999061e+18
4311,smartphone,101.4615,pressure,1.528132766999061e+18
4312,smartphone,101.4612,pressure,1.52813276899906e+18
4313,smartphone,101.4612,pressure,1.528132769999061e+18
4314,smartphone,101.4589,pressure,1.528132769999061e+18
4315,smartphone,101.4589,pressure,1.528132771999061e+18
4316,smartphone,101.4592,pressure,1.528132771999061e+18
4317,smartphone,101.4619,pressure,1.52813277399906e+18
4318,smartphone,101.4619,pressure,1.52813277499906e+18
4319,smartphone,101.4593,pressure,1.52813277599906e+18
4320,smartphone,101.4593,pressure,1.52813277699906e+18
4321,smartphone,101.461,pressure,1.52813277799906e+18
4322,smartphone,101.4615,pressure,1.52813277899906e+18
4323,smartphone,101.462,pressure,1.528132779999061e+18
4324,smartphone,101.462,pressure,1.528132779999061e+18
4325,smartphone,101.4638,pressure,1.528132781999059e+18
4326,smartphone,101.4646,pressure,1.528132782999061e+18
4327,smartphone,101.4646,pressure,1.528132782999061e+18
4328,smartphone,101.4612,pressure,1.528132784999059e+18
4329,smartphone,101.4612,pressure,1.528132785999059e+18
4330,smartphone,101.462,pressure,1.52813278699906e+18
4331,smartphone,101.462,pressure,1.52813278799906e+18
4332,smartphone,101.4621,pressure,1.52813278799906e+18
4333,smartphone,101.4621,pressure,1.52813278999906e+18
4334,smartphone,101.462,pressure,1.52813278999906e+18
4335,smartphone,101.462,pressure,1.52813279199906e+18
4336,smartphone,101.462,pressure,1.52813279299906e+18
4337,smartphone,101.4613,pressure,1.52813279299906e+18
4338,smartphone,101.4604,pressure,1.52813279499906e+18
4339,smartphone,101.4604,pressure,1.52813279599906e+18
4340,smartphone,101.4598,pressure,1.52813279699906e+18
4341,smartphone,101.461,pressure,1.52813279699906e+18
4342,smartphone,101.4621,pressure,1.528132798999059e+18
4343,smartphone,101.4628,pressure,1.528132799999059e+18
4344,smartphone,101.4628,pressure,1.52813280099906e+18
4345,smartphone,101.4628,pressure,1.52813280099906e+18
4346,smartphone,101.4628,pressure,1.528132802999059e+18
4347,smartphone,101.4627,pressure,1.528132802999059e+18
4348,smartphone,101.4628,pressure,1.52813280499906e+18
4349,smartphone,101.4637,pressure,1.52813280599906e+18
4350,smartphone,101.4637,pressure,1.52813280599906e+18
4351,smartphone,101.4636,pressure,1.528132807999059e+18
4352,smartphone,101.4629,pressure,1.528132808999059e+18
4353,smartphone,101.4615,pressure,1.528132808999059e+18
4354,smartphone,101.4611,pressure,1.528132810999059e+18
4355,smartphone,101.4595,pressure,1.52813281199906e+18
4356,smartphone,101.4595,pressure,1.52813281199906e+18
4357,smartphone,101.4623,pressure,1.528132813999058e+18
4358,smartphone,101.4623,pressure,1.528132814999059e+18
4359,smartphone,101.4614,pressure,1.528132814999059e+18
4360,smartphone,101.4614,pressure,1.528132816999059e+18
4361,smartphone,101.4645,pressure,1.528132817999059e+18
4362,smartphone,101.4645,pressure,1.528132818999059e+18
4363,smartphone,101.4545,pressure,1.528132819999059e+18
4364,smartphone,101.4545,pressure,1.528132820999059e+18
4365,smartphone,101.4545,pressure,1.528132820999059e+18
4366,smartphone,101.4527,pressure,1.528132822999058e+18
4367,smartphone,101.4527,pressure,1.528132822999058e+18
4368,smartphone,101.4569,pressure,1.528132824999058e+18
4369,smartphone,101.4584,pressure,1.528132825999058e+18
4370,smartphone,101.4619,pressure,1.528132826999058e+18
4371,smartphone,101.4619,pressure,1.528132826999058e+18
4372,smartphone,101.4619,pressure,1.528132828999059e+18
4373,smartphone,101.4634,pressure,1.5281328299991698e+18
4374,smartphone,101.4634,pressure,1.5281328299991698e+18
4375,smartphone,101.4576,pressure,1.528132831999059e+18
4376,smartphone,101.4576,pressure,1.528132831999059e+18
4377,smartphone,101.46,pressure,1.528132833999059e+18
4378,smartphone,101.46,pressure,1.528132833999059e+18
4379,smartphone,101.4608,pressure,1.528132835999059e+18
4380,smartphone,101.4628,pressure,1.528132835999059e+18
4381,smartphone,101.4643,pressure,1.528132837999058e+18
4382,smartphone,101.4643,pressure,1.528132838999058e+18
4383,smartphone,101.462,pressure,1.528132839999058e+18
4384,smartphone,101.4614,pressure,1.528132839999058e+18
4385,smartphone,101.4574,pressure,1.528132841999059e+18
4386,smartphone,101.4507,pressure,1.528132841999059e+18
4387,smartphone,101.4507,pressure,1.528132843999058e+18
4388,smartphone,101.4568,pressure,1.528132843999058e+18
4389,smartphone,101.4578,pressure,1.528132845999058e+18
4390,smartphone,101.4601,pressure,1.528132846999058e+18
4391,smartphone,101.4606,pressure,1.528132846999058e+18
4392,smartphone,101.4601,pressure,1.528132848999058e+18
4393,smartphone,101.4606,pressure,1.528132849999058e+18
4394,smartphone,101.4609,pressure,1.528132849999058e+18
4395,smartphone,101.4611,pressure,1.528132851999058e+18
4396,smartphone,101.4611,pressure,1.528132852999058e+18
4397,smartphone,101.4625,pressure,1.528132852999058e+18
4398,smartphone,101.4638,pressure,1.528132854999058e+18
4399,smartphone,101.4638,pressure,1.528132855999058e+18
4400,smartphone,101.4632,pressure,1.528132855999058e+18
4401,smartphone,101.4631,pressure,1.528132857999058e+18
4402,smartphone,101.4618,pressure,1.528132858999058e+18
4403,smartphone,101.4598,pressure,1.528132858999058e+18
4404,smartphone,101.4598,pressure,1.5281328609990572e+18
4405,smartphone,101.4595,pressure,1.5281328619990572e+18
4406,smartphone,101.4608,pressure,1.5281328629990572e+18
4407,smartphone,101.4608,pressure,1.5281328639990572e+18
4408,smartphone,101.4625,pressure,1.5281328649990572e+18
4409,smartphone,101.4621,pressure,1.5281328659990572e+18
4410,smartphone,101.4621,pressure,1.5281328669990572e+18
4411,smartphone,101.4619,pressure,1.5281328679990572e+18
4412,smartphone,101.4619,pressure,1.528132868999058e+18
4413,smartphone,101.462,pressure,1.528132868999058e+18
4414,smartphone,101.462,pressure,1.5281328709990572e+18
4415,smartphone,101.461,pressure,1.5281328709990572e+18
4416,smartphone,101.4609,pressure,1.5281328709990572e+18
4417,smartphone,101.4602,pressure,1.5281328729990572e+18
4418,smartphone,101.4602,pressure,1.5281328739990572e+18
4419,smartphone,101.4606,pressure,1.5281328739990572e+18
4420,smartphone,101.4606,pressure,1.5281328759990572e+18
4421,smartphone,101.4606,pressure,1.5281328769990572e+18
4422,smartphone,101.4623,pressure,1.5281328779990572e+18
4423,smartphone,101.4655,pressure,1.5281328779990572e+18
4424,smartphone,101.4669,pressure,1.5281328799990572e+18
4425,smartphone,101.4655,pressure,1.5281328799990572e+18
