,device_type,distance,sensor_type,steps,timestamps
926,smartphone,902.068,pedometer,1308,1.528129396999845e+18
927,smartphone,902.068,pedometer,1308,1.528129398999842e+18
928,smartphone,902.068,pedometer,1308,1.528129398999842e+18
929,smartphone,902.068,pedometer,1308,1.528129400999841e+18
930,smartphone,905.908,pedometer,1312,1.528129400999841e+18
931,smartphone,905.908,pedometer,1312,1.528129402999839e+18
932,smartphone,905.908,pedometer,1312,1.528129402999839e+18
933,smartphone,909.0822,pedometer,1316,1.528129404999836e+18
934,smartphone,909.0822,pedometer,1316,1.528129404999836e+18
935,smartphone,910.1097,pedometer,1323,1.528129406999833e+18
936,smartphone,910.1097,pedometer,1323,1.528129406999833e+18
937,smartphone,910.1097,pedometer,1323,1.5281294089998318e+18
938,smartphone,911.6108,pedometer,1328,1.5281294089998318e+18
939,smartphone,911.6108,pedometer,1328,1.52812941099983e+18
940,smartphone,911.6108,pedometer,1328,1.52812941099983e+18
941,smartphone,914.5915,pedometer,1335,1.528129412999828e+18
942,smartphone,914.5915,pedometer,1335,1.528129412999828e+18
943,smartphone,914.937,pedometer,1339,1.528129414999825e+18
944,smartphone,914.937,pedometer,1339,1.528129414999825e+18
945,smartphone,914.937,pedometer,1339,1.528129416999823e+18
946,smartphone,916.0121,pedometer,1344,1.528129416999823e+18
947,smartphone,916.0121,pedometer,1344,1.52812941899982e+18
948,smartphone,916.8203,pedometer,1349,1.52812941899982e+18
949,smartphone,916.8203,pedometer,1349,1.528129420999818e+18
950,smartphone,916.8203,pedometer,1349,1.528129420999818e+18
951,smartphone,918.5903,pedometer,1352,1.528129420999818e+18
952,smartphone,918.5903,pedometer,1352,1.528129422999816e+18
953,smartphone,924.9503,pedometer,1358,1.528129422999816e+18
954,smartphone,924.9503,pedometer,1358,1.5281294249998141e+18
955,smartphone,924.9503,pedometer,1358,1.5281294249998141e+18
956,smartphone,929.4302,pedometer,1362,1.5281294269998108e+18
957,smartphone,929.4302,pedometer,1362,1.5281294269998108e+18
958,smartphone,932.0726,pedometer,1366,1.52812942899981e+18
959,smartphone,932.0726,pedometer,1366,1.52812942899981e+18
960,smartphone,932.0726,pedometer,1366,1.5281294309998072e+18
961,smartphone,934.3525,pedometer,1370,1.5281294309998072e+18
962,smartphone,934.3525,pedometer,1370,1.528129432999805e+18
963,smartphone,934.3525,pedometer,1370,1.528129432999805e+18
964,smartphone,938.2725,pedometer,1374,1.528129434999803e+18
965,smartphone,938.2725,pedometer,1374,1.528129434999803e+18
966,smartphone,944.1725,pedometer,1379,1.5281294369998008e+18
967,smartphone,944.1725,pedometer,1379,1.5281294369998008e+18
968,smartphone,944.1725,pedometer,1379,1.528129438999799e+18
969,smartphone,944.5544,pedometer,1383,1.528129438999799e+18
970,smartphone,944.5544,pedometer,1383,1.528129440999797e+18
971,smartphone,947.2584,pedometer,1390,1.528129440999797e+18
972,smartphone,947.2584,pedometer,1390,1.528129442999794e+18
973,smartphone,947.2584,pedometer,1390,1.528129442999794e+18
974,smartphone,948.9325,pedometer,1394,1.528129444999792e+18
975,smartphone,948.9325,pedometer,1394,1.528129444999792e+18
976,smartphone,948.9325,pedometer,1394,1.52812944699979e+18
977,smartphone,948.9325,pedometer,1394,1.52812944699979e+18
978,smartphone,948.9325,pedometer,1394,1.528129448999788e+18
979,smartphone,951.8125,pedometer,1397,1.528129448999788e+18
980,smartphone,951.8125,pedometer,1397,1.528129450999785e+18
981,smartphone,951.8125,pedometer,1397,1.528129450999785e+18
982,smartphone,955.7325,pedometer,1401,1.528129452999784e+18
983,smartphone,955.7325,pedometer,1401,1.528129452999784e+18
984,smartphone,963.4325,pedometer,1408,1.5281294549997821e+18
985,smartphone,963.4325,pedometer,1408,1.5281294549997821e+18
986,smartphone,963.4325,pedometer,1408,1.528129456999779e+18
987,smartphone,968.7325,pedometer,1413,1.528129456999779e+18
988,smartphone,968.7325,pedometer,1413,1.528129458999776e+18
989,smartphone,972.1325,pedometer,1418,1.528129458999776e+18
990,smartphone,972.1325,pedometer,1418,1.528129460999775e+18
991,smartphone,972.1325,pedometer,1418,1.528129460999775e+18
992,smartphone,973.6925,pedometer,1421,1.5281294629997722e+18
993,smartphone,973.6925,pedometer,1421,1.5281294629997722e+18
994,smartphone,976.4225,pedometer,1424,1.5281294649997699e+18
995,smartphone,976.4225,pedometer,1424,1.5281294649997699e+18
996,smartphone,976.4225,pedometer,1424,1.528129466999769e+18
997,smartphone,976.4225,pedometer,1424,1.528129466999769e+18
998,smartphone,976.4225,pedometer,1424,1.5281294689997652e+18
999,smartphone,976.4225,pedometer,1424,1.5281294689997652e+18
1000,smartphone,976.4225,pedometer,1424,1.528129470999763e+18
1001,smartphone,976.4225,pedometer,1424,1.528129470999763e+18
1002,smartphone,980.0625,pedometer,1428,1.528129472999762e+18
1003,smartphone,980.0625,pedometer,1428,1.528129472999762e+18
1004,smartphone,980.0625,pedometer,1428,1.52812947499976e+18
1005,smartphone,985.2625,pedometer,1433,1.52812947499976e+18
1006,smartphone,985.2625,pedometer,1433,1.528129476999757e+18
1007,smartphone,991.3825,pedometer,1439,1.528129476999757e+18
1008,smartphone,991.3825,pedometer,1439,1.5281294789997553e+18
1009,smartphone,991.3825,pedometer,1439,1.5281294789997553e+18
1010,smartphone,996.4825,pedometer,1444,1.528129480999752e+18
1011,smartphone,996.4825,pedometer,1444,1.528129480999752e+18
1012,smartphone,1004.112,pedometer,1451,1.52812948299975e+18
1013,smartphone,1004.112,pedometer,1451,1.52812948299975e+18
1014,smartphone,1004.112,pedometer,1451,1.5281294849997489e+18
1015,smartphone,1009.112,pedometer,1456,1.5281294849997489e+18
1016,smartphone,1009.112,pedometer,1456,1.528129486999746e+18
1017,smartphone,1010.487,pedometer,1460,1.528129486999746e+18
1018,smartphone,1010.487,pedometer,1460,1.528129488999743e+18
1019,smartphone,1010.487,pedometer,1460,1.528129488999743e+18
1020,smartphone,1010.7769999999999,pedometer,1465,1.528129490999742e+18
1021,smartphone,1010.7769999999999,pedometer,1465,1.528129490999742e+18
1022,smartphone,1011.2689999999999,pedometer,1471,1.5281294929997391e+18
1023,smartphone,1011.2689999999999,pedometer,1471,1.5281294939997391e+18
1024,smartphone,1011.2689999999999,pedometer,1471,1.5281294939997391e+18
1025,smartphone,1014.789,pedometer,1475,1.5281294959997358e+18
1026,smartphone,1014.789,pedometer,1475,1.5281294959997358e+18
1027,smartphone,1014.789,pedometer,1475,1.528129497999734e+18
1028,smartphone,1021.2689999999999,pedometer,1481,1.528129497999734e+18
1029,smartphone,1021.2689999999999,pedometer,1481,1.528129499999732e+18
1030,smartphone,1024.897,pedometer,1486,1.528129499999732e+18
1031,smartphone,1024.897,pedometer,1486,1.528129501999729e+18
1032,smartphone,1024.897,pedometer,1486,1.528129501999729e+18
1033,smartphone,1026.877,pedometer,1489,1.5281295039997279e+18
1034,smartphone,1026.877,pedometer,1489,1.5281295039997279e+18
1035,smartphone,1026.877,pedometer,1489,1.528129505999725e+18
1036,smartphone,1026.877,pedometer,1489,1.528129505999725e+18
1037,smartphone,1026.877,pedometer,1489,1.528129507999723e+18
1038,smartphone,1033.377,pedometer,1499,1.528129507999723e+18
1039,smartphone,1033.377,pedometer,1499,1.528129509999721e+18
1040,smartphone,1035.2069999999999,pedometer,1502,1.528129509999721e+18
1041,smartphone,1035.2069999999999,pedometer,1502,1.528129511999718e+18
1042,smartphone,1035.2069999999999,pedometer,1502,1.528129511999718e+18
1043,smartphone,1036.748,pedometer,1505,1.528129513999717e+18
1044,smartphone,1036.748,pedometer,1505,1.528129513999717e+18
1045,smartphone,1036.748,pedometer,1505,1.528129515999714e+18
1046,smartphone,1040.9,pedometer,1510,1.528129515999714e+18
1047,smartphone,1040.9,pedometer,1510,1.528129517999712e+18
1048,smartphone,1041.348,pedometer,1515,1.528129517999712e+18
1049,smartphone,1041.348,pedometer,1515,1.528129519999709e+18
1050,smartphone,1041.348,pedometer,1515,1.528129519999709e+18
1051,smartphone,1041.348,pedometer,1515,1.528129521999708e+18
1052,smartphone,1041.348,pedometer,1515,1.528129521999708e+18
1053,smartphone,1041.348,pedometer,1515,1.528129523999706e+18
1054,smartphone,1041.348,pedometer,1515,1.528129523999706e+18
1055,smartphone,1041.348,pedometer,1515,1.528129525999703e+18
1056,smartphone,1041.348,pedometer,1515,1.528129525999703e+18
1057,smartphone,1041.348,pedometer,1515,1.528129527999701e+18
1058,smartphone,1041.348,pedometer,1515,1.528129527999701e+18
1059,smartphone,1041.348,pedometer,1515,1.5281295299996992e+18
1060,smartphone,1041.348,pedometer,1515,1.5281295299996992e+18
1061,smartphone,1061.219,pedometer,1544,1.528129531999697e+18
1062,smartphone,1061.219,pedometer,1544,1.528129531999697e+18
1063,smartphone,1065.219,pedometer,1548,1.5281295339996948e+18
1064,smartphone,1065.219,pedometer,1548,1.5281295339996948e+18
1065,smartphone,1065.219,pedometer,1548,1.528129535999692e+18
1066,smartphone,1067.6989999999998,pedometer,1552,1.528129535999692e+18
1067,smartphone,1067.6989999999998,pedometer,1552,1.528129537999691e+18
1068,smartphone,1067.6989999999998,pedometer,1552,1.528129537999691e+18
1069,smartphone,1070.149,pedometer,1557,1.5281295399996882e+18
1070,smartphone,1070.149,pedometer,1557,1.5281295399996882e+18
1071,smartphone,1072.309,pedometer,1561,1.528129541999686e+18
1072,smartphone,1072.309,pedometer,1561,1.528129541999686e+18
1073,smartphone,1072.309,pedometer,1561,1.528129543999684e+18
1074,smartphone,1075.1889999999999,pedometer,1564,1.528129543999684e+18
1075,smartphone,1075.1889999999999,pedometer,1564,1.528129545999682e+18
1076,smartphone,1080.6889999999999,pedometer,1569,1.528129545999682e+18
1077,smartphone,1080.6889999999999,pedometer,1569,1.528129547999679e+18
1078,smartphone,1080.6889999999999,pedometer,1569,1.528129547999679e+18
1079,smartphone,1088.389,pedometer,1576,1.528129549999677e+18
1080,smartphone,1088.389,pedometer,1576,1.528129549999677e+18
1081,smartphone,1093.639,pedometer,1581,1.5281295519996751e+18
1082,smartphone,1093.639,pedometer,1581,1.5281295519996751e+18
1083,smartphone,1093.639,pedometer,1581,1.528129553999672e+18
1084,smartphone,1097.799,pedometer,1585,1.528129553999672e+18
1085,smartphone,1097.799,pedometer,1585,1.528129555999671e+18
1086,smartphone,1099.6589999999999,pedometer,1587,1.528129555999671e+18
1087,smartphone,1099.6589999999999,pedometer,1587,1.528129557999668e+18
1088,smartphone,1099.6589999999999,pedometer,1587,1.528129557999668e+18
1089,smartphone,1102.4489999999998,pedometer,1590,1.528129559999665e+18
1090,smartphone,1102.4489999999998,pedometer,1590,1.528129559999665e+18
1091,smartphone,1102.4489999999998,pedometer,1590,1.528129561999664e+18
1092,smartphone,1103.798,pedometer,1595,1.528129561999664e+18
1093,smartphone,1103.798,pedometer,1595,1.5281295639996618e+18
1094,smartphone,1103.798,pedometer,1595,1.5281295639996618e+18
1095,smartphone,1103.798,pedometer,1595,1.528129565999659e+18
1096,smartphone,1103.798,pedometer,1595,1.528129565999659e+18
1097,smartphone,1104.486,pedometer,1599,1.528129567999658e+18
1098,smartphone,1104.486,pedometer,1599,1.528129567999658e+18
1099,smartphone,1113.866,pedometer,1606,1.528129569999655e+18
1100,smartphone,1113.866,pedometer,1606,1.528129569999655e+18
1101,smartphone,1113.866,pedometer,1606,1.5281295719996529e+18
1102,smartphone,1119.4160000000002,pedometer,1611,1.5281295719996529e+18
1103,smartphone,1119.4160000000002,pedometer,1611,1.52812957399965e+18
1104,smartphone,1124.516,pedometer,1616,1.52812957399965e+18
1105,smartphone,1124.516,pedometer,1616,1.528129575999649e+18
1106,smartphone,1124.516,pedometer,1616,1.528129575999649e+18
1107,smartphone,1129.156,pedometer,1620,1.5281295779996472e+18
1108,smartphone,1129.156,pedometer,1620,1.5281295779996472e+18
1109,smartphone,1129.156,pedometer,1620,1.5281295799996442e+18
1110,smartphone,1133.756,pedometer,1624,1.5281295799996442e+18
1111,smartphone,1133.756,pedometer,1624,1.5281295819996419e+18
1112,smartphone,1136.516,pedometer,1627,1.5281295819996419e+18
1113,smartphone,1136.516,pedometer,1627,1.52812958399964e+18
1114,smartphone,1136.516,pedometer,1627,1.52812958399964e+18
1115,smartphone,1139.6660000000002,pedometer,1632,1.528129585999638e+18
1116,smartphone,1139.6660000000002,pedometer,1632,1.528129585999638e+18
1117,smartphone,1144.016,pedometer,1637,1.528129587999636e+18
1118,smartphone,1144.016,pedometer,1637,1.528129587999636e+18
1119,smartphone,1144.016,pedometer,1637,1.528129589999634e+18
1120,smartphone,1144.016,pedometer,1637,1.528129589999634e+18
1121,smartphone,1144.016,pedometer,1637,1.528129591999631e+18
1122,smartphone,1144.016,pedometer,1637,1.528129591999631e+18
1123,smartphone,1144.016,pedometer,1637,1.5281295939996278e+18
1124,smartphone,1144.016,pedometer,1637,1.528129595000113e+18
1125,smartphone,1150.4360000000001,pedometer,1643,1.528129595000113e+18
1126,smartphone,1150.4360000000001,pedometer,1643,1.528129597000109e+18
1127,smartphone,1156.376,pedometer,1649,1.528129597000109e+18
1128,smartphone,1156.376,pedometer,1649,1.528129599000104e+18
1129,smartphone,1156.376,pedometer,1649,1.528129599000104e+18
1130,smartphone,1156.376,pedometer,1649,1.528129601000098e+18
1131,smartphone,1156.376,pedometer,1649,1.528129601000098e+18
1132,smartphone,1156.376,pedometer,1649,1.52812960300009e+18
1133,smartphone,1157.076,pedometer,1650,1.52812960300009e+18
1134,smartphone,1157.076,pedometer,1650,1.528129605000083e+18
1135,smartphone,1157.076,pedometer,1650,1.528129605000083e+18
1136,smartphone,1157.076,pedometer,1650,1.528129607000083e+18
1137,smartphone,1157.076,pedometer,1650,1.5281296080000858e+18
1138,smartphone,1157.076,pedometer,1650,1.5281296080000858e+18
1139,smartphone,1157.076,pedometer,1650,1.5281296100000788e+18
1140,smartphone,1174.7160000000001,pedometer,1664,1.5281296100000788e+18
1141,smartphone,1174.7160000000001,pedometer,1664,1.528129612000076e+18
1142,smartphone,1174.7160000000001,pedometer,1664,1.528129612000076e+18
1143,smartphone,1180.866,pedometer,1669,1.5281296140000643e+18
1144,smartphone,1180.866,pedometer,1669,1.5281296140000643e+18
1145,smartphone,1182.636,pedometer,1672,1.5281296160000632e+18
1146,smartphone,1182.636,pedometer,1672,1.5281296170000643e+18
1147,smartphone,1182.636,pedometer,1672,1.5281296170000643e+18
1148,smartphone,1184.226,pedometer,1675,1.5281296190000643e+18
1149,smartphone,1184.226,pedometer,1675,1.5281296190000643e+18
1150,smartphone,1188.376,pedometer,1680,1.5281296210000632e+18
1151,smartphone,1188.376,pedometer,1680,1.5281296210000632e+18
1152,smartphone,1188.376,pedometer,1680,1.5281296230000632e+18
1153,smartphone,1192.256,pedometer,1684,1.5281296240000632e+18
1154,smartphone,1192.256,pedometer,1684,1.5281296240000632e+18
1155,smartphone,1192.256,pedometer,1684,1.528129626000061e+18
1156,smartphone,1195.1960000000001,pedometer,1687,1.528129627000062e+18
1157,smartphone,1195.1960000000001,pedometer,1687,1.528129627000062e+18
1158,smartphone,1201.076,pedometer,1693,1.52812962900006e+18
1159,smartphone,1201.076,pedometer,1693,1.52812963000006e+18
1160,smartphone,1201.076,pedometer,1693,1.52812963000006e+18
1161,smartphone,1206.126,pedometer,1698,1.5281296320000579e+18
1162,smartphone,1206.126,pedometer,1698,1.5281296320000579e+18
1163,smartphone,1213.6860000000001,pedometer,1705,1.528129634000057e+18
1164,smartphone,1213.6860000000001,pedometer,1705,1.528129634000057e+18
1165,smartphone,1213.6860000000001,pedometer,1705,1.528129636000056e+18
1166,smartphone,1216.7160000000001,pedometer,1708,1.528129636000056e+18
1167,smartphone,1216.7160000000001,pedometer,1708,1.5281296380000538e+18
1168,smartphone,1219.566,pedometer,1713,1.5281296380000538e+18
1169,smartphone,1219.566,pedometer,1713,1.528129640000052e+18
1170,smartphone,1219.566,pedometer,1713,1.528129640000052e+18
1171,smartphone,1224.7160000000001,pedometer,1718,1.528129642000051e+18
1172,smartphone,1224.7160000000001,pedometer,1718,1.528129642000051e+18
1173,smartphone,1224.7160000000001,pedometer,1718,1.5281296440000492e+18
1174,smartphone,1230.6660000000002,pedometer,1723,1.5281296440000492e+18
1175,smartphone,1230.6660000000002,pedometer,1723,1.5281296460000468e+18
1176,smartphone,1235.226,pedometer,1727,1.5281296460000468e+18
1177,smartphone,1235.226,pedometer,1727,1.5281296480000448e+18
1178,smartphone,1235.226,pedometer,1727,1.5281296480000448e+18
1179,smartphone,1237.553,pedometer,1731,1.528129650000043e+18
1180,smartphone,1237.553,pedometer,1731,1.528129650000043e+18
1181,smartphone,1238.933,pedometer,1737,1.528129650000043e+18
1182,smartphone,1238.933,pedometer,1737,1.528129652000041e+18
1183,smartphone,1238.933,pedometer,1737,1.528129652000041e+18
1184,smartphone,1240.231,pedometer,1743,1.5281296540000392e+18
1185,smartphone,1240.231,pedometer,1743,1.5281296540000392e+18
1186,smartphone,1242.751,pedometer,1747,1.5281296560000369e+18
1187,smartphone,1242.751,pedometer,1747,1.5281296560000369e+18
1188,smartphone,1242.751,pedometer,1747,1.528129658000035e+18
1189,smartphone,1247.401,pedometer,1752,1.528129658000035e+18
1190,smartphone,1247.401,pedometer,1752,1.528129660000033e+18
1191,smartphone,1251.0610000000001,pedometer,1758,1.528129660000033e+18
1192,smartphone,1251.0610000000001,pedometer,1758,1.52812966200003e+18
1193,smartphone,1251.0610000000001,pedometer,1758,1.52812966200003e+18
1194,smartphone,1251.0610000000001,pedometer,1758,1.528129664000028e+18
1195,smartphone,1251.0610000000001,pedometer,1758,1.528129664000028e+18
1196,smartphone,1251.0610000000001,pedometer,1758,1.528129666000026e+18
1197,smartphone,1253.911,pedometer,1761,1.528129666000026e+18
1198,smartphone,1253.911,pedometer,1761,1.528129668000024e+18
1199,smartphone,1258.8110000000001,pedometer,1766,1.528129668000024e+18
1200,smartphone,1258.8110000000001,pedometer,1766,1.5281296700000223e+18
1201,smartphone,1258.8110000000001,pedometer,1766,1.5281296700000223e+18
1202,smartphone,1261.781,pedometer,1769,1.52812967200002e+18
1203,smartphone,1261.781,pedometer,1769,1.52812967200002e+18
1204,smartphone,1265.421,pedometer,1776,1.528129674000018e+18
1205,smartphone,1265.421,pedometer,1776,1.528129674000018e+18
1206,smartphone,1265.421,pedometer,1776,1.528129676000016e+18
1207,smartphone,1267.741,pedometer,1780,1.528129676000016e+18
1208,smartphone,1267.741,pedometer,1780,1.528129678000014e+18
1209,smartphone,1272.7910000000002,pedometer,1785,1.528129678000014e+18
1210,smartphone,1272.7910000000002,pedometer,1785,1.528129680000011e+18
1211,smartphone,1272.7910000000002,pedometer,1785,1.528129680000011e+18
1212,smartphone,1277.631,pedometer,1789,1.528129682000009e+18
1213,smartphone,1277.631,pedometer,1789,1.528129682000009e+18
1214,smartphone,1282.271,pedometer,1793,1.528129684000007e+18
1215,smartphone,1282.271,pedometer,1793,1.528129684000007e+18
1216,smartphone,1282.271,pedometer,1793,1.528129686000005e+18
1217,smartphone,1288.691,pedometer,1799,1.528129686000005e+18
1218,smartphone,1288.691,pedometer,1799,1.5281296880000018e+18
1219,smartphone,1288.691,pedometer,1799,1.5281296880000018e+18
1220,smartphone,1296.671,pedometer,1806,1.52812969e+18
1221,smartphone,1296.671,pedometer,1806,1.52812969e+18
1222,smartphone,1303.631,pedometer,1812,1.5281296919999982e+18
1223,smartphone,1303.631,pedometer,1812,1.5281296919999982e+18
1224,smartphone,1303.631,pedometer,1812,1.5281296939999962e+18
1225,smartphone,1308.781,pedometer,1817,1.5281296939999962e+18
1226,smartphone,1308.781,pedometer,1817,1.528129695999993e+18
1227,smartphone,1311.781,pedometer,1822,1.528129695999993e+18
1228,smartphone,1311.781,pedometer,1822,1.528129697999991e+18
1229,smartphone,1311.781,pedometer,1822,1.528129697999991e+18
1230,smartphone,1314.431,pedometer,1827,1.528129699999989e+18
1231,smartphone,1314.431,pedometer,1827,1.528129699999989e+18
1232,smartphone,1314.431,pedometer,1827,1.528129701999987e+18
1233,smartphone,1314.431,pedometer,1827,1.528129701999987e+18
1234,smartphone,1314.431,pedometer,1827,1.528129703999984e+18
1235,smartphone,1319.8310000000001,pedometer,1832,1.528129703999984e+18
1236,smartphone,1319.8310000000001,pedometer,1832,1.528129705999983e+18
1237,smartphone,1319.8310000000001,pedometer,1832,1.528129705999983e+18
1238,smartphone,1324.391,pedometer,1836,1.52812970799998e+18
1239,smartphone,1324.391,pedometer,1836,1.52812970799998e+18
1240,smartphone,1327.2910000000002,pedometer,1841,1.5281297099999777e+18
1241,smartphone,1327.2910000000002,pedometer,1841,1.5281297099999777e+18
1242,smartphone,1327.2910000000002,pedometer,1841,1.528129711999975e+18
1243,smartphone,1329.741,pedometer,1846,1.528129711999975e+18
1244,smartphone,1329.741,pedometer,1846,1.528129713999973e+18
1245,smartphone,1332.241,pedometer,1851,1.528129713999973e+18
1246,smartphone,1332.241,pedometer,1851,1.528129715999971e+18
1247,smartphone,1332.241,pedometer,1851,1.528129715999971e+18
1248,smartphone,1336.921,pedometer,1857,1.528129717999969e+18
1249,smartphone,1336.921,pedometer,1857,1.528129717999969e+18
1250,smartphone,1337.8110000000001,pedometer,1858,1.528129719999967e+18
1251,smartphone,1337.8110000000001,pedometer,1858,1.528129719999967e+18
1252,smartphone,1337.8110000000001,pedometer,1858,1.528129721999964e+18
1253,smartphone,1340.0910000000001,pedometer,1861,1.528129721999964e+18
1254,smartphone,1340.0910000000001,pedometer,1861,1.5281297239999619e+18
1255,smartphone,1344.8410000000001,pedometer,1866,1.5281297239999619e+18
1256,smartphone,1344.8410000000001,pedometer,1866,1.528129725999959e+18
1257,smartphone,1344.8410000000001,pedometer,1866,1.528129725999959e+18
1258,smartphone,1352.191,pedometer,1873,1.528129727999958e+18
1259,smartphone,1352.191,pedometer,1873,1.528129727999958e+18
1260,smartphone,1352.191,pedometer,1873,1.5281297299999562e+18
1261,smartphone,1354.711,pedometer,1877,1.5281297299999562e+18
1262,smartphone,1354.711,pedometer,1877,1.5281297319999532e+18
1263,smartphone,1357.0710000000001,pedometer,1881,1.5281297319999532e+18
1264,smartphone,1357.0710000000001,pedometer,1881,1.5281297339999498e+18
1265,smartphone,1357.0710000000001,pedometer,1881,1.5281297339999498e+18
1266,smartphone,1362.351,pedometer,1887,1.528129735999949e+18
1267,smartphone,1362.351,pedometer,1887,1.528129735999949e+18
1268,smartphone,1362.351,pedometer,1887,1.528129737999947e+18
1269,smartphone,1362.351,pedometer,1887,1.528129737999947e+18
1270,smartphone,1362.351,pedometer,1887,1.528129739999944e+18
1271,smartphone,1365.501,pedometer,1892,1.528129739999944e+18
1272,smartphone,1365.501,pedometer,1892,1.5281297419999421e+18
1273,smartphone,1367.941,pedometer,1896,1.5281297419999421e+18
1274,smartphone,1367.941,pedometer,1896,1.52812974399994e+18
1275,smartphone,1367.941,pedometer,1896,1.52812974399994e+18
1276,smartphone,1369.861,pedometer,1899,1.528129745999938e+18
1277,smartphone,1369.861,pedometer,1899,1.528129745999938e+18
1278,smartphone,1369.861,pedometer,1899,1.528129747999935e+18
1279,smartphone,1369.861,pedometer,1899,1.528129747999935e+18
1280,smartphone,1369.861,pedometer,1899,1.528129749999933e+18
1281,smartphone,1369.861,pedometer,1899,1.528129749999933e+18
1282,smartphone,1369.861,pedometer,1899,1.5281297519999311e+18
1283,smartphone,1369.861,pedometer,1899,1.5281297519999311e+18
1284,smartphone,1369.861,pedometer,1899,1.5281297539999288e+18
1285,smartphone,1369.861,pedometer,1899,1.5281297539999288e+18
1286,smartphone,1369.861,pedometer,1899,1.528129755999926e+18
1287,smartphone,1369.861,pedometer,1899,1.528129755999926e+18
1288,smartphone,1369.861,pedometer,1899,1.528129757999924e+18
1289,smartphone,1369.861,pedometer,1899,1.528129757999924e+18
1290,smartphone,1369.861,pedometer,1899,1.528129759999922e+18
1291,smartphone,1369.861,pedometer,1899,1.528129759999922e+18
1292,smartphone,1369.861,pedometer,1899,1.5281297619999188e+18
1293,smartphone,1369.861,pedometer,1899,1.5281297619999188e+18
1294,smartphone,1369.861,pedometer,1899,1.528129763999918e+18
1295,smartphone,1369.861,pedometer,1899,1.528129763999918e+18
1296,smartphone,1369.861,pedometer,1899,1.528129765999915e+18
1297,smartphone,1369.861,pedometer,1899,1.528129765999915e+18
1298,smartphone,1369.861,pedometer,1899,1.528129767999913e+18
1299,smartphone,1369.861,pedometer,1899,1.528129767999913e+18
1300,smartphone,1369.861,pedometer,1899,1.52812976999991e+18
1301,smartphone,1369.861,pedometer,1899,1.52812976999991e+18
1302,smartphone,1369.861,pedometer,1899,1.5281297719999089e+18
1303,smartphone,1369.861,pedometer,1899,1.5281297719999089e+18
1304,smartphone,1369.861,pedometer,1899,1.528129773999906e+18
1305,smartphone,1369.861,pedometer,1899,1.528129773999906e+18
1306,smartphone,1369.861,pedometer,1899,1.528129775999904e+18
1307,smartphone,1369.861,pedometer,1899,1.528129775999904e+18
1308,smartphone,1369.861,pedometer,1899,1.5281297779999012e+18
1309,smartphone,1369.861,pedometer,1899,1.5281297779999012e+18
1310,smartphone,1369.861,pedometer,1899,1.5281297799999002e+18
1311,smartphone,1369.861,pedometer,1899,1.5281297799999002e+18
1312,smartphone,1369.861,pedometer,1899,1.528129781999897e+18
1313,smartphone,1369.861,pedometer,1899,1.528129781999897e+18
1314,smartphone,1369.861,pedometer,1899,1.5281297839998948e+18
1315,smartphone,1369.861,pedometer,1899,1.5281297839998948e+18
1316,smartphone,1369.861,pedometer,1899,1.528129785999892e+18
1317,smartphone,1369.861,pedometer,1899,1.528129785999892e+18
1318,smartphone,1369.861,pedometer,1899,1.528129787999891e+18
1319,smartphone,1369.861,pedometer,1899,1.528129787999891e+18
1320,smartphone,1369.861,pedometer,1899,1.5281297899998881e+18
1321,smartphone,1369.861,pedometer,1899,1.5281297899998881e+18
1322,smartphone,1376.5810000000001,pedometer,1907,1.528129791999886e+18
1323,smartphone,1376.5810000000001,pedometer,1907,1.528129791999886e+18
1324,smartphone,1376.5810000000001,pedometer,1907,1.528129793999883e+18
1325,smartphone,1376.5810000000001,pedometer,1907,1.528129793999883e+18
1326,smartphone,1376.5810000000001,pedometer,1907,1.528129795999881e+18
1327,smartphone,1376.5810000000001,pedometer,1907,1.528129795999881e+18
1328,smartphone,1376.5810000000001,pedometer,1907,1.528129797999879e+18
1329,smartphone,1376.5810000000001,pedometer,1907,1.528129797999879e+18
1330,smartphone,1380.421,pedometer,1911,1.5281297999998769e+18
1331,smartphone,1380.421,pedometer,1911,1.5281297999998769e+18
1332,smartphone,1380.421,pedometer,1911,1.528129801999875e+18
1333,smartphone,1380.421,pedometer,1911,1.528129801999875e+18
1334,smartphone,1380.421,pedometer,1911,1.528129803999872e+18
1335,smartphone,1385.621,pedometer,1916,1.528129803999872e+18
1336,smartphone,1385.621,pedometer,1916,1.5281298059998697e+18
1337,smartphone,1390.671,pedometer,1921,1.5281298059998697e+18
1338,smartphone,1390.671,pedometer,1921,1.528129807999867e+18
1339,smartphone,1390.671,pedometer,1921,1.528129807999867e+18
1340,smartphone,1390.671,pedometer,1921,1.528129809999866e+18
1341,smartphone,1390.671,pedometer,1921,1.528129809999866e+18
1342,smartphone,1390.671,pedometer,1921,1.528129811999863e+18
1343,smartphone,1393.611,pedometer,1924,1.528129811999863e+18
1344,smartphone,1393.611,pedometer,1924,1.528129813999861e+18
1345,smartphone,1399.851,pedometer,1930,1.528129813999861e+18
1346,smartphone,1399.851,pedometer,1930,1.5281298159998592e+18
1347,smartphone,1399.851,pedometer,1930,1.5281298159998592e+18
1348,smartphone,1406.8110000000001,pedometer,1936,1.528129817999857e+18
1349,smartphone,1406.8110000000001,pedometer,1936,1.528129817999857e+18
1350,smartphone,1412.0510000000002,pedometer,1940,1.5281298199998538e+18
